event_id,id,name,match_id,season,competition,team,player,outcome_id,outcome_name
ef2c8f49-5e0b-4ac2-bb5a-4595b5782581,10,Interception,3749278,2003/2004,Premier League,Arsenal,Sulzeer Jeremiah ''Sol' Campbell,14,Lost Out
77b691f9-baa6-465f-92c7-e2f713787a23,10,Interception,3773526,2020/2021,La Liga,Deportivo Alavés,Iñigo Córdoba Kerejeta,16,Success In Play
f2d75698-2b14-4a6d-83de-48c00e8d5d8d,10,Interception,3749274,2003/2004,Premier League,Portsmouth,Trésor Lomana LuaLua,13,Lost In Play
5baa889f-2c3a-400c-893a-235dceb05bde,10,Interception,303532,2019/2020,La Liga,Leganés,Ibrahim Amadou,4,Won
239e7758-ec43-46a7-9231-4a7bd9b4c03c,10,Interception,16010,2018/2019,La Liga,Barcelona,Clément Lenglet,14,Lost Out
ba9bf4f5-1452-4750-836f-db4cb1050069,10,Interception,3749642,2003/2004,Premier League,Arsenal,Robert Pirès,16,Success In Play
be1adda4-eeea-47dc-be62-4162423abdb6,10,Interception,303451,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,13,Lost In Play
1963d0bc-0537-4d7d-a4cd-ad811213cce6,10,Interception,3773571,2020/2021,La Liga,Real Valladolid,Miguel Alfonso Herrero Javaloyas,4,Won
d86594e6-da24-4ad8-a4a8-d9f524dff25e,10,Interception,3749296,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar,4,Won
dce4b0a7-8449-4a19-a77e-58e3afc1febc,10,Interception,3749431,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer,16,Success In Play
87be8c67-ae65-42b1-8c07-1fed790cd7c5,10,Interception,15956,2018/2019,La Liga,Real Valladolid,Fernando Calero Villa,16,Success In Play
1021a8c5-280b-4ca0-8432-4721e4bbac06,10,Interception,3773497,2020/2021,La Liga,Real Madrid,Carlos Henrique Casimiro,4,Won
5b7400d9-9dd2-4093-aeaa-5cfd2d0578e9,10,Interception,3773695,2020/2021,La Liga,Valencia,Gabriel Armando de Abreu,4,Won
294afe35-a4a5-4deb-8128-8557f860915e,10,Interception,16317,2018/2019,La Liga,Barcelona,Sergi Roberto Carnicer,14,Lost Out
829d59e6-230d-4165-b0e5-2987c35bf0d7,10,Interception,303400,2019/2020,La Liga,Valencia,Daniel Wass,13,Lost In Play
d5fdca87-f862-4031-90bf-33ceca0a4abb,10,Interception,303377,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,13,Lost In Play
03b703dc-4470-4f48-ad47-a2f386625b6a,10,Interception,3773586,2020/2021,La Liga,Granada,Adrián Marín Gómez,13,Lost In Play
ce2f06bd-cacd-4d65-b938-8990afc9a6c2,10,Interception,3773369,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,4,Won
000eef23-1945-43de-bab3-39fdb71101a3,10,Interception,303400,2019/2020,La Liga,Valencia,Daniel Wass,13,Lost In Play
2f8bfd38-9710-4b48-8882-a8a6ac48b300,10,Interception,16109,2018/2019,La Liga,Celta Vigo,Hugo Mallo Novegil,4,Won
