event_id,id,name,match_id,season,competition,team,player,deflection,offensive,save
5327ba28-7316-4603-8278-34fccddaf5fe,6,Block,303680,2019/2020,La Liga,Real Valladolid,Óscar Plano Pedreño,False,False,False
2e29b4e8-f0bd-4fa7-ae13-d30c72aff5ad,6,Block,16023,2018/2019,La Liga,Valencia,Denis Cheryshev,False,False,False
8c6c8011-c2f1-4bdf-bbc8-bdb047bc8994,6,Block,3773523,2020/2021,La Liga,Real Sociedad,Mikel Merino Zazón,False,False,False
e27e278f-6bf0-4863-869f-11a07eebb516,6,Block,303715,2019/2020,La Liga,Leganés,Roque Mesa Quevedo,False,False,False
0e3c7f49-0f67-4d2b-a5ba-f813df9c73f5,6,Block,16231,2018/2019,La Liga,Espanyol,Marc Roca Junqué,False,False,False
51ed34bc-1459-412a-aa05-fafcfbff9447,6,Block,15956,2018/2019,La Liga,Barcelona,Sergio Busquets i Burgos,False,False,False
e57caf9e-0566-4d22-9cd2-1688d96db884,6,Block,15946,2018/2019,La Liga,Barcelona,Sergi Roberto Carnicer,False,False,False
1882d78d-0d5e-48a3-a594-aa79e5d5033c,6,Block,303674,2019/2020,La Liga,Sevilla,Jesús Navas González,False,False,False
a4af9c73-c283-4248-8f6b-7c567534e31f,6,Block,16149,2018/2019,La Liga,Girona,Pedro Antonio Porro Sauceda,False,False,False
896026d2-2074-49a9-87f1-ad5da2f117a2,6,Block,303548,2019/2020,La Liga,Mallorca,Francisco Gámez López,True,False,False
369eea3c-eae9-468e-9633-f5c0a87e8bda,6,Block,16182,2018/2019,La Liga,Barcelona,Gerard Piqué Bernabéu,False,False,False
32822015-3955-418a-bb54-2161d2823457,6,Block,3749276,2003/2004,Premier League,Arsenal,Gaël Clichy,False,False,False
cc15a9ee-d11e-4ead-b8e8-2f9e2af260ac,6,Block,3773547,2020/2021,La Liga,Osasuna,Ignacio Vidal Miralles,False,False,False
5b0f9fa5-946a-4055-95bb-8187d323e1fa,6,Block,303517,2019/2020,La Liga,Deportivo Alavés,Manuel Alejandro García Sánchez,False,False,False
59bb79e4-e54b-4ed1-9b80-f57e0eba1e8b,6,Block,3773587,2020/2021,La Liga,Barcelona,Sergino Dest,False,False,False
1cffee73-d8bf-4f76-964f-b61aed93970e,6,Block,303700,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,True,False,False
09e805a0-c9b9-4925-afb6-74e5a24e854f,6,Block,3773565,2020/2021,La Liga,Barcelona,Antoine Griezmann,False,False,False
732338e7-e210-4d6f-98a0-845cfd17283a,6,Block,3773523,2020/2021,La Liga,Barcelona,Óscar Mingueza García,False,False,False
e372b318-c409-4c7b-96ff-d54e3424d834,6,Block,16190,2018/2019,La Liga,Barcelona,Gerard Piqué Bernabéu,False,False,False
