event_id,id,name,match_id,season,competition,team,player,defensive,advantage,penalty
32724cb5-cd88-4953-b7e5-bde8a6c4c238,21,Foul Won,3749448,2003/2004,Premier League,Arsenal,Patrick Vieira,False,False,False
3cd52e1d-0e0b-4219-a5e6-880d68d0cdee,21,Foul Won,3773661,2020/2021,La Liga,Getafe,Damián Nicolás Suárez Suárez,False,False,False
2f3a8c88-b61d-4167-bb42-42b73f5d055d,21,Foul Won,303731,2019/2020,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,False,False,False
331ba1a6-8437-4e06-84b8-201b5ee8e652,21,Foul Won,303596,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,True,False
ad7c37df-c1b1-46e3-83d7-14bf9fee9170,21,Foul Won,303493,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
a6206b5a-50cf-4795-9c5b-e220810ae775,21,Foul Won,3749465,2003/2004,Premier League,Blackburn Rovers,Michael Gray,False,False,False
0c0ad909-570d-4e40-8d09-aeac59a97a91,21,Foul Won,3749431,2003/2004,Premier League,Arsenal,Patrick Vieira,False,False,False
ba9c6fbc-905c-440c-a2b8-a51260210612,21,Foul Won,3773523,2020/2021,La Liga,Real Sociedad,Martín Zubimendi Ibáñez,False,False,False
808248d2-76fd-4e7d-8f74-cf816a6be7f9,21,Foul Won,3749522,2003/2004,Premier League,Arsenal,Dennis Bergkamp,False,False,False
c29df586-c431-4290-9c31-9040a521f02f,21,Foul Won,303421,2019/2020,La Liga,Barcelona,Anssumane Fati,False,False,False
fc0c5d09-18fb-4a37-a8b1-c4d677ff0ac6,21,Foul Won,16265,2018/2019,La Liga,Barcelona,Nélson Cabral Semedo,False,False,False
05ca3d16-7fce-4dfd-99f8-32a9a312e9ea,21,Foul Won,3749310,2003/2004,Premier League,Arsenal,Jens Lehmann,True,False,False
4d9c62fa-a44b-4ff5-8a31-39e6119b2bb6,21,Foul Won,3749233,2003/2004,Premier League,Manchester City,Joey Barton,True,False,False
22ca90f9-d38b-459d-8bb1-975843f5c102,21,Foul Won,3749296,2003/2004,Premier League,Arsenal,Ray Parlour,True,True,False
3ad713ce-ca51-46b7-a116-664eb46354f3,21,Foul Won,303615,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,True,False
9b2374d8-11ef-4c1b-9352-c5f5f103421f,21,Foul Won,3773689,2020/2021,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,True,False,False
a0742fb3-a08b-4a1e-8bc4-a845d23309a8,21,Foul Won,3749079,2003/2004,Premier League,Chelsea,Damien Duff,False,False,False
a0158dbf-ac31-443e-8fb2-fbdcfa8d1112,21,Foul Won,303696,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
26658772-75f5-4915-80be-471a85ed3bbd,21,Foul Won,16173,2018/2019,La Liga,Barcelona,Nélson Cabral Semedo,True,False,False
ed585b31-3fc9-443a-9037-09ba77c370a3,21,Foul Won,3749276,2003/2004,Premier League,Chelsea,Wayne Bridge,True,False,False
0a565ef1-3cb3-4668-842d-239718c2a465,21,Foul Won,3773372,2020/2021,La Liga,Atlético Madrid,Marcos Llorente Moreno,True,False,False
96a35616-e230-462a-afc4-16c7f821650d,21,Foul Won,3773457,2020/2021,La Liga,Barcelona,Moriba Kourouma Kourouma,True,False,False
a4647af0-c525-482b-adb2-a26140e7bb78,21,Foul Won,303517,2019/2020,La Liga,Barcelona,Carles Aleña Castillo,False,False,False
d1510750-0d1c-4899-af94-bbab07444c8a,21,Foul Won,16136,2018/2019,La Liga,Leganés,José Luis García del Pozo,False,False,False
b5dc9fde-a097-4f35-aced-c5d29d25df5c,21,Foul Won,3749552,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,False,False
0523ffbd-99c7-4958-93a9-00e7deafb0bb,21,Foul Won,303731,2019/2020,La Liga,Eibar,Papa Kouly Diop,True,False,False
a3faf435-5349-4f51-9449-063df9e0713c,21,Foul Won,303524,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer,False,True,False
7ebf7ad8-3156-424e-bdb1-479f797307f1,21,Foul Won,3749196,2003/2004,Premier League,Tottenham Hotspur,Ledley King,False,False,False
c65d2244-0fa9-44d7-867f-7e2f72ee32a1,21,Foul Won,3749278,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,True,False
5378b2fc-ac78-42f8-b357-fcd23ef0b193,21,Foul Won,303377,2019/2020,La Liga,Getafe,Jaime Mata Arnaiz,True,True,False
4042879d-379c-490b-8cdd-dadbe092effc,21,Foul Won,16131,2018/2019,La Liga,Eibar,Rubén Peña Jiménez,False,False,False
efb2b1d8-2de5-4aa8-8777-d50a101ad376,21,Foul Won,3749233,2003/2004,Premier League,Arsenal,Robert Pirès,False,True,False
bb7d9fd0-57e4-4253-96a1-cebe600cab96,21,Foul Won,16215,2018/2019,La Liga,Real Betis,Joaquín Sánchez Rodríguez,False,False,False
6897ef0c-11ff-4157-8251-a8062b0b0ce2,21,Foul Won,3749153,2003/2004,Premier League,Arsenal,Patrick Vieira,False,False,False
1575d0aa-7f4d-4443-b9fe-6fe9fe5ed7be,21,Foul Won,3773661,2020/2021,La Liga,Getafe,Juan Antonio Iglesias Sánchez,False,False,False
dc4efb07-46ba-4898-aebc-aa6337e367f1,21,Foul Won,303652,2019/2020,La Liga,Barcelona,Ivan Rakitić,False,False,False
0f0609d2-d7ac-4d19-9024-259aecad9db3,21,Foul Won,303707,2019/2020,La Liga,Real Betis,Lorenzo Jesús Morón García,True,False,False
bcb8a0b3-2a66-4232-b767-fea0702179d9,21,Foul Won,303696,2019/2020,La Liga,Barcelona,Ricard Puig Martí,False,True,False
03143744-4e4f-4421-b7bb-e9148438d19a,21,Foul Won,16190,2018/2019,La Liga,Barcelona,Ivan Rakitić,False,False,False
75cc18f4-6409-4e85-acbb-b114197ac772,21,Foul Won,16265,2018/2019,La Liga,Barcelona,Philippe Coutinho Correia,True,True,False
0edf8d35-2e5a-4c0f-9580-dbb83fc31599,21,Foul Won,303666,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer,True,False,False
c03ac57f-5257-4660-913a-bbbbde4eb9a3,21,Foul Won,16131,2018/2019,La Liga,Barcelona,Philippe Coutinho Correia,False,False,False
55c2aff2-d425-4d4b-9f5d-5ffd2d3136a1,21,Foul Won,303725,2019/2020,La Liga,Villarreal,Moisés Gómez Bordonado,True,False,False
dede1dee-64f7-430a-8cce-7a160670e0ec,21,Foul Won,3773593,2020/2021,La Liga,Villarreal,Gerard Moreno Balaguero,True,False,False
5f060047-1a92-403c-9146-9edcd60fddca,21,Foul Won,303696,2019/2020,La Liga,Barcelona,Ricard Puig Martí,False,False,False
6857d9ed-242d-4cf2-a47d-0a3df694c28f,21,Foul Won,16173,2018/2019,La Liga,Athletic Club,Yuri Berchiche Izeta,False,False,False
51642b24-fb6b-480a-8f64-d3980c5cb7f7,21,Foul Won,303517,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,False,False,False
20d507ef-6cdc-41cb-92f9-6fe62ae697e6,21,Foul Won,16056,2018/2019,La Liga,Barcelona,Munir El Haddadi Mohamed,False,False,False
daed8666-6358-470f-a441-0683473cd5f2,21,Foul Won,3749603,2003/2004,Premier League,Arsenal,Ray Parlour,False,False,False
17f27bbf-f8e2-4b9d-9f98-ee8ad1921d78,21,Foul Won,303516,2019/2020,La Liga,Barcelona,Ivan Rakitić,False,False,False
b9b2f523-fa48-409a-ba08-26cafb10231a,21,Foul Won,303377,2019/2020,La Liga,Getafe,Marc Cucurella Saseta,False,False,False
32c53bc4-34d6-4641-ba6e-071b5e212bc3,21,Foul Won,3749068,2003/2004,Premier League,Tottenham Hotspur,Jamie Redknapp,False,False,False
f7ad29cd-8853-4772-bf78-9c98e3c8b0c9,21,Foul Won,3749153,2003/2004,Premier League,Arsenal,Patrick Vieira,False,False,True
80968017-e71b-4921-90d8-2c1d6f2a04d8,21,Foul Won,303532,2019/2020,La Liga,Leganés,Rubén Salvador Pérez Del Mármol,True,False,False
342cecdf-1753-4d63-9468-599590d2f829,21,Foul Won,16190,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
a2371ef3-5e64-448a-a4e2-547946b6c8e6,21,Foul Won,16086,2018/2019,La Liga,Barcelona,Clément Lenglet,True,False,False
3facf43b-ef22-46a5-9368-6c605e4bba3c,21,Foul Won,3749246,2003/2004,Premier League,Manchester United,Wes Brown,True,False,False
85c62f49-60cc-4a62-b0dc-c945f8d8fe41,21,Foul Won,3773372,2020/2021,La Liga,Atlético Madrid,Geoffrey Kondogbia,False,True,False
10032aac-ae4f-4c65-b60a-02cbba7b20ba,21,Foul Won,16149,2018/2019,La Liga,Barcelona,Nélson Cabral Semedo,False,False,False
2e20121d-9d84-4e4c-9878-00685c924eec,21,Foul Won,303715,2019/2020,La Liga,Leganés,Unai Bustinza Martínez,False,False,False
ed7fe29f-eb61-4eda-b499-8f8c06daeda7,21,Foul Won,3764440,2020/2021,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
85cdbb38-33da-427f-bd6a-41eb9ec41d47,21,Foul Won,3749603,2003/2004,Premier League,Fulham,Edwin van der Sar,True,False,False
5d7cb3bd-9e3d-4fe0-9169-51e1cfd9378b,21,Foul Won,16231,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,False,False
31a83103-6736-49d3-9069-0db9003d6b3b,21,Foul Won,303451,2019/2020,La Liga,Mallorca,Joan Sastre Vanrell,False,False,False
9ce1249d-052f-49fe-a42a-12c3663b38ab,21,Foul Won,3749552,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,False,False
f0841ba6-a6ef-47c4-b040-f4c72687fb60,21,Foul Won,3773369,2020/2021,La Liga,Huesca,Javier Galán Gil,False,False,False
b6d9e5aa-b4d0-4b7b-abb4-5c64f53f0e3b,21,Foul Won,303517,2019/2020,La Liga,Deportivo Alavés,Mubarak Wakaso,False,False,False
f40dab08-ffee-410c-9c6b-c12d55bba193,21,Foul Won,303421,2019/2020,La Liga,Barcelona,Frenkie de Jong,False,False,False
bcc1fbfb-b019-49c6-875d-e81d412a6ba7,21,Foul Won,16120,2018/2019,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,False,False,False
21ad2524-ad80-4929-bf49-3f763f8295fa,21,Foul Won,3749526,2003/2004,Premier League,Arsenal,Kolo Habib Touré,True,False,False
f79461b2-0958-4834-a201-055a358dab9f,21,Foul Won,3773457,2020/2021,La Liga,Celta Vigo,Iago Aspas Juncal,True,False,False
a0eb0712-412a-4909-8473-644bcfaacfdd,21,Foul Won,303400,2019/2020,La Liga,Valencia,Ferrán Torres García,False,False,False
131246d0-cb1c-4f45-bd99-78b09316dd23,21,Foul Won,3749465,2003/2004,Premier League,Arsenal,Patrick Vieira,True,False,False
65aaefac-3bcc-4b0a-bc09-906b3bc81e9f,21,Foul Won,303451,2019/2020,La Liga,Mallorca,Iddrisu Baba Mohammed,False,False,False
8f71a6fe-82ff-4db3-82ae-7f74697ab97d,21,Foul Won,15998,2018/2019,La Liga,Barcelona,Ivan Rakitić,False,True,False
ec0111a5-c47f-4592-99eb-d5b5ddefec99,21,Foul Won,3773377,2020/2021,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
3a6fcd9b-9f18-42d1-9324-dba1054bcffb,21,Foul Won,303715,2019/2020,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,False,False,False
139333ae-78b9-41f5-b9b8-df18c58c6400,21,Foul Won,3773672,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,False,False,False
54c75ddd-886f-455e-9de9-4782cb8f3c27,21,Foul Won,303715,2019/2020,La Liga,Barcelona,Ousmane Dembélé,False,True,False
534789ec-fee8-4a11-af1e-ae310efdbc74,21,Foul Won,3773372,2020/2021,La Liga,Barcelona,Sergino Dest,False,True,False
d8f24245-7848-418c-a8fb-c5adcb32d964,21,Foul Won,3773665,2020/2021,La Liga,Osasuna,Enrique Barja Afonso,False,True,False
da215586-fcb9-4e7e-b69b-3a51bb66f839,21,Foul Won,16131,2018/2019,La Liga,Eibar,Pedro Bigas Rigo,True,False,False
b069adfb-527b-4724-9868-3c4ffd8533a2,21,Foul Won,3749133,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer,False,False,False
77ceb400-75cb-4ea6-a41f-f1c38bd50439,21,Foul Won,3773457,2020/2021,La Liga,Celta Vigo,Denis Suárez Fernández,False,False,False
5856a5e9-0166-427b-bb7b-77edbd71df6f,21,Foul Won,303516,2019/2020,La Liga,Celta Vigo,Kevin Vázquez Comesaña,False,False,False
09b1bc13-320c-4278-b7b4-0b87c14a1bfa,21,Foul Won,3773523,2020/2021,La Liga,Real Sociedad,Ander Barrenetxea Muguruza,True,False,False
5f43fb79-34e7-442a-ad67-bc6713f84c21,21,Foul Won,3749454,2003/2004,Premier League,Manchester City,Danny Tiatto,False,False,False
a874c14b-864c-4b5b-ad0b-547791811055,21,Foul Won,3749590,2003/2004,Premier League,Leicester City,Ben Thatcher,True,False,False
11b60b81-7c16-4e77-bcf6-9a6f9cd13782,21,Foul Won,16120,2018/2019,La Liga,Barcelona,Ivan Rakitić,False,False,False
986f7f85-cc49-4130-ac8c-ddd383480e39,21,Foul Won,303493,2019/2020,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,False,False
aad4ae89-b68f-472d-9f93-fb188661efc7,21,Foul Won,16086,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,False,False
7322bf09-e6fd-4bd8-ba32-1dbfd2522f9c,21,Foul Won,303470,2019/2020,La Liga,Real Madrid,Toni Kroos,False,False,False
7818b628-1c43-402b-9f0d-3e2138a8680b,21,Foul Won,3749310,2003/2004,Premier League,Arsenal,Robert Pirès,False,False,False
ebc03c84-135f-47c3-b221-3b517a061717,21,Foul Won,303652,2019/2020,La Liga,Espanyol,Víctor Gómez Perea,False,False,False
5aac6e3e-4446-4873-89fb-e8cc569411e3,21,Foul Won,16190,2018/2019,La Liga,Barcelona,Sergio Busquets i Burgos,True,False,False
683f24f1-4a14-4a9d-9f3f-265e2283dea9,21,Foul Won,15998,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
54c67249-f4d1-4367-9bf8-cc05438afadb,21,Foul Won,16205,2018/2019,La Liga,Barcelona,Gerard Piqué Bernabéu,False,False,False
b5926808-9524-4119-a6f4-ec3e308a9a66,21,Foul Won,3749276,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar,False,False,False
2afdb8ac-0210-4234-b7cd-ebc7b4090096,21,Foul Won,3773372,2020/2021,La Liga,Barcelona,Pedro González López,False,False,False
d263feef-c68b-4172-81c0-e4e50422c263,21,Foul Won,16086,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
d02b4eea-a0d2-4a0c-8ec5-26e90e756846,21,Foul Won,3749631,2003/2004,Premier League,Southampton,Kevin Phillips,True,False,False
0c346e6e-b301-4648-b123-36697bac487a,21,Foul Won,303479,2019/2020,La Liga,Real Sociedad,Ander Barrenetxea Muguruza,False,False,False
c6a22a02-22af-467e-bdfd-d1ad3c73b4fd,21,Foul Won,3749454,2003/2004,Premier League,Manchester City,Sylvain Distin,True,True,False
e48c3bbf-b3de-4f21-a1da-b2dedd73af04,21,Foul Won,3749196,2003/2004,Premier League,Arsenal,Robert Pirès,False,False,False
638bd304-6c67-4551-8103-e1479e9564c8,21,Foul Won,303725,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer,False,False,False
e66ce20f-c9d0-4016-97f3-a136c0a29fa1,21,Foul Won,3749552,2003/2004,Premier League,Manchester United,Cristiano Ronaldo dos Santos Aveiro,False,False,False
06040853-d26a-4ad3-a6ca-45e4b1112ceb,21,Foul Won,3749346,2003/2004,Premier League,Leeds United,Lamine Sakho,True,False,False
cefa19d2-5d3e-407c-bfee-3e9fec8feace,21,Foul Won,3749153,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,False,False
de817c06-57cb-4702-a5d0-269e97b1a030,21,Foul Won,3749403,2003/2004,Premier League,Arsenal,Patrick Vieira,False,False,False
b96d526d-f229-4fd8-97a7-1ac2c8316994,21,Foul Won,3749346,2003/2004,Premier League,Arsenal,Ashley Cole,False,False,False
7a9181a7-359a-45d1-8544-b88ef2fa8e1e,21,Foul Won,303430,2019/2020,La Liga,Barcelona,Antoine Griezmann,True,False,False
e339ac5f-adea-4e34-b663-9084aa2eb627,21,Foul Won,15998,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
88d45df8-5202-4bb4-b06c-e1fdaf5c5be5,21,Foul Won,16086,2018/2019,La Liga,Barcelona,Ivan Rakitić,False,False,False
ea2761f9-fb7d-4a87-92f1-cbc846de71a2,21,Foul Won,3773587,2020/2021,La Liga,Barcelona,Philippe Coutinho Correia,False,False,False
a2c3479a-851f-4378-a8dd-dfed8bc91104,21,Foul Won,3749276,2003/2004,Premier League,Chelsea,Claude Makélélé,False,False,False
9d91f9db-d3e7-4507-a52e-124000212b0f,21,Foul Won,303725,2019/2020,La Liga,Villarreal,Vicente Iborra De La Fuente,False,False,False
73f95f25-ecd6-4318-8968-c0e94a5b9ba7,21,Foul Won,3749274,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer,False,True,False
084cd7d6-3439-40a4-964c-130afc9a0fbf,21,Foul Won,3749631,2003/2004,Premier League,Arsenal,Patrick Vieira,True,False,False
b6578c9c-b3f2-4479-a065-a2a019f171cd,21,Foul Won,303421,2019/2020,La Liga,Barcelona,Frenkie de Jong,False,False,False
d7def6eb-8053-4d8b-8d61-031898bf0b05,21,Foul Won,16095,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
72335a22-1258-4318-a350-5610d049a4dc,21,Foul Won,303731,2019/2020,La Liga,Barcelona,Gerard Piqué Bernabéu,False,False,False
55c8afda-e70e-4c16-a760-7c7d5134ef3a,21,Foul Won,303707,2019/2020,La Liga,Real Betis,Joaquín Sánchez Rodríguez,False,False,False
ce188b31-bbbd-4474-8551-80a18d611932,21,Foul Won,16173,2018/2019,La Liga,Athletic Club,Iñaki Williams Arthuer,False,False,False
923e336a-5df6-4fe4-97c3-5a65f3fd6cc7,21,Foul Won,3749108,2003/2004,Premier League,Aston Villa,Darius Vassell,False,False,False
fd760cb3-8cf7-494c-8c48-2d80d15ada52,21,Foul Won,303674,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
be08ecb0-fea9-43db-bad4-5dbb0690b83b,21,Foul Won,3773552,2020/2021,La Liga,Huesca,David Ferreiro Quiroga,False,False,False
4882b237-e767-46d6-b567-458a0f389626,21,Foul Won,303707,2019/2020,La Liga,Real Betis,Nabil Fekir,False,False,False
a579a22e-9d81-43d7-bbb4-757959b38a32,21,Foul Won,3749310,2003/2004,Premier League,Arsenal,Patrick Vieira,False,False,False
52a8edd8-45cd-4816-a689-7dbac236df9f,21,Foul Won,303615,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,False,False,False
acf9b1dc-6bd4-4d7f-9b21-2c86279f217e,21,Foul Won,3773672,2020/2021,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
5296f198-1789-46ec-a242-389797e6caa3,21,Foul Won,303600,2019/2020,La Liga,Real Valladolid,Pedro Antonio Porro Sauceda,False,False,False
412136c4-637a-42d7-8646-ce706abe7653,21,Foul Won,3773474,2020/2021,La Liga,Real Valladolid,Óscar Plano Pedreño,False,False,False
7d954274-efa7-40f2-9306-00444534b1f7,21,Foul Won,303517,2019/2020,La Liga,Deportivo Alavés,José Luis Sanmartín Mato,False,False,False
b78c1e14-fc93-42fb-b2b9-c69e1dbad0d9,21,Foul Won,16173,2018/2019,La Liga,Barcelona,Sergio Busquets i Burgos,True,False,False
183c5201-7cea-475a-a231-980238b7ae4d,21,Foul Won,3773587,2020/2021,La Liga,Barcelona,Anssumane Fati,False,False,False
05dd5b9d-d00b-41aa-bd6a-4266b4b561d4,21,Foul Won,3749246,2003/2004,Premier League,Arsenal,Dennis Bergkamp,False,False,False
4c86b7a3-038f-49da-993d-5ce804877631,21,Foul Won,303377,2019/2020,La Liga,Getafe,Xabier Etxeita Gorritxategi,False,False,False
b1c390e0-2a1d-4eab-9dee-77d92dcb118a,21,Foul Won,3749310,2003/2004,Premier League,Southampton,David Prutton,True,False,False
ae6eab08-a9c7-4746-b386-f9d9722bc6c0,21,Foul Won,3773457,2020/2021,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False,False
25a22914-3a4e-4d33-a55a-0f7ea86113d1,21,Foul Won,3749052,2003/2004,Premier League,Wolverhampton Wanderers,Mark Kennedy,False,False,False
0a374aa9-e1c2-46ce-ab54-2a99f30e8ee9,21,Foul Won,16131,2018/2019,La Liga,Eibar,Fabián Ariel Orellana Valenzuela,False,False,False
e2f390e1-bbfc-427e-9668-2c8ffb6abb05,21,Foul Won,3773695,2020/2021,La Liga,Valencia,Gonçalo Manuel Ganchinho Guedes,False,False,False
f1034499-866b-4554-af05-e0d5a145ab46,21,Foul Won,3749274,2003/2004,Premier League,Portsmouth,Trésor Lomana LuaLua,False,True,False
fe07c3ea-75d1-4d11-a1ed-56bb4fc4340c,21,Foul Won,16029,2018/2019,La Liga,Sevilla,Éver Maximiliano David Banega,False,False,False
dea77012-ddf3-4468-80fa-9665a07bad0a,21,Foul Won,3773625,2020/2021,La Liga,Barcelona,Frenkie de Jong,True,False,False
966ebcd2-5ee8-49d4-8150-36f17b83aeab,21,Foul Won,303470,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,False,False
86b1f3c0-5faf-4509-b94e-0c5b67365d83,21,Foul Won,3773477,2020/2021,La Liga,Barcelona,Sergi Roberto Carnicer,False,False,False
98b66562-4f28-4dae-81ec-9f2e097198d7,21,Foul Won,16173,2018/2019,La Liga,Barcelona,Sergi Roberto Carnicer,False,False,False
6fe63a02-b088-4711-893e-b4d9055a5f70,21,Foul Won,303532,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,True,False,False
598ab7d8-0abe-480f-a293-8d3d3aa64f5b,21,Foul Won,15986,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,False,False
da03d539-0c9a-4361-bf8d-848fb08eb3e5,21,Foul Won,303666,2019/2020,La Liga,Barcelona,Antoine Griezmann,False,True,False
a4da4e56-4788-4ee0-aad7-da08e3ff9859,21,Foul Won,16275,2018/2019,La Liga,Deportivo Alavés,Darko Brašanac,False,False,False
38562762-3533-454d-9afb-f3fe2ef29780,21,Foul Won,3773597,2020/2021,La Liga,Real Sociedad,Mikel Oyarzabal Ugarte,False,False,False
012fe116-3508-4a9e-baef-158a5241bf04,21,Foul Won,303715,2019/2020,La Liga,Leganés,Roque Mesa Quevedo,True,False,False
a983f747-6900-4652-b6fd-9f702916b561,21,Foul Won,3749462,2003/2004,Premier League,Birmingham City,Stephen Clemence,False,False,False
a6f208d8-0b1a-44e5-92e5-c61543e843da,21,Foul Won,303680,2019/2020,La Liga,Real Valladolid,Enrique Pérez Muñoz,False,False,False
b640170f-e14a-4d83-94dc-0ce8ad008a0c,21,Foul Won,3773457,2020/2021,La Liga,Celta Vigo,Kevin Vázquez Comesaña,True,False,False
e096d260-670d-455c-bee7-f1f239277389,21,Foul Won,303487,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer,False,False,False
f9840d9f-86fd-46e2-80c9-aab854fc6ec5,21,Foul Won,16109,2018/2019,La Liga,Barcelona,Ousmane Dembélé,False,False,False
8b3b1ee1-946b-4bda-890f-567d8ee52ce1,21,Foul Won,16157,2018/2019,La Liga,Barcelona,Ivan Rakitić,False,True,False
f74919a8-5218-4859-8e34-68856df9dd7a,21,Foul Won,3773672,2020/2021,La Liga,Barcelona,Jordi Alba Ramos,True,False,False
dca4ed4f-7beb-4dfe-89c8-400ddd53e3d0,21,Foul Won,3749454,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,False,False
e6095fb0-10d2-445e-9422-19a33705c203,21,Foul Won,303696,2019/2020,La Liga,Barcelona,Clément Lenglet,True,False,False
3e067fe8-178f-47aa-9c71-b2e24a34de24,21,Foul Won,303487,2019/2020,La Liga,Celta Vigo,Iago Aspas Juncal,False,False,False
1e18f85c-0d18-4d61-a2ec-c0babeeed56e,21,Foul Won,3749462,2003/2004,Premier League,Arsenal,Sulzeer Jeremiah ''Sol' Campbell,True,False,False
f8461cd8-229e-4e76-906f-ce8f04bf4f13,21,Foul Won,3773547,2020/2021,La Liga,Barcelona,Héctor Junior Firpo Adames,False,False,False
ec7b5887-aba7-4a92-bfd4-ef5cde3d19e3,21,Foul Won,3749133,2003/2004,Premier League,Arsenal,Nwankwo Christian Kanu,False,False,True
9946d52a-3cef-4bcf-965b-acd81991d237,21,Foul Won,3749296,2003/2004,Premier League,Portsmouth,Yakubu Aiyegbeni,False,False,False
1cabdd10-14e9-4921-b5c5-01e803354327,21,Foul Won,303680,2019/2020,La Liga,Real Valladolid,Óscar Plano Pedreño,False,False,False
d5c73eef-9afa-4a3b-8551-32211d149bad,21,Foul Won,303696,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,False,False
ec9a4e5b-9fc7-486c-949f-b0440e3cbb7e,21,Foul Won,303532,2019/2020,La Liga,Leganés,Rubén Salvador Pérez Del Mármol,False,False,False
44eb6669-5bfb-4b37-becf-7037828af059,21,Foul Won,3773457,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,False,False,False
f42b83b4-4403-4c25-9905-1652fb0e1c70,21,Foul Won,3749522,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,False,False
7e12b75c-d63c-4066-985b-bea4a6f10f6c,21,Foul Won,15978,2018/2019,La Liga,Barcelona,Samuel Yves Umtiti,False,False,False
f212e43f-60f9-432b-b927-4d92a8d2e08c,21,Foul Won,3773497,2020/2021,La Liga,Barcelona,Óscar Mingueza García,False,False,False
f0b90c55-a0bc-48a3-b113-2b44fa666266,21,Foul Won,3749358,2003/2004,Premier League,Middlesbrough,Dorival Guidoni Júnior,False,True,False
74438904-6390-45ba-8e2f-405f5857c828,21,Foul Won,3773369,2020/2021,La Liga,Barcelona,Óscar Mingueza García,False,False,False
5d14cb5f-ad47-421f-8c73-6c9015a4b2c9,21,Foul Won,3773660,2020/2021,La Liga,Barcelona,Frenkie de Jong,True,False,False
ad4e2de5-2b39-4752-af47-7fd4553e1b8f,21,Foul Won,3749434,2003/2004,Premier League,Birmingham City,David Dunn,False,False,False
e065debe-6c9b-40bf-a7ee-b25c3db12590,21,Foul Won,303725,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo,True,False,False
18d2f4fd-5c2a-42ca-be34-f5d9dafcd3a1,21,Foul Won,303634,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer,False,False,False
82305858-43ea-432e-9a04-32d2bc794a91,21,Foul Won,15956,2018/2019,La Liga,Barcelona,Ousmane Dembélé,False,False,False
eb2f9b0d-f586-4238-b4bf-a0e9ef553e06,21,Foul Won,3773377,2020/2021,La Liga,Valencia,Kang-In Lee,False,False,False
6d796cf0-014d-4bfa-978e-6312f20fe661,21,Foul Won,16079,2018/2019,La Liga,Villarreal,Pablo Fornals Malla,False,True,False
19f07aaf-c1b3-40f9-b1a3-41a0a081d07b,21,Foul Won,16136,2018/2019,La Liga,Leganés,Youssef En-Nesyri,False,False,False
e2aec2ca-c7d6-4d0b-9106-971c88d418f8,21,Foul Won,303707,2019/2020,La Liga,Real Betis,Nabil Fekir,False,False,False
