event_id,id,name,match_id,season,competition,team,player,pos_id,pos_name,technique_id,technique_name,body_id,body_name,outcome_id,outcome_name
e893de85-ec9e-43ef-bc8a-a04a7228b3e6,23,Goal Keeper,3773586,2020/2021,La Liga,Granada,Aarón Escandell Banacloche,44,Set,,,,,,
4fae1b97-9e9b-4d54-8344-6a369ecf89bc,23,Goal Keeper,3749246,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
ba9a5823-a016-4eb3-8210-8bb8d16a438d,23,Goal Keeper,3749493,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,45,Diving,,,55,No Touch
77c714f7-c386-4382-8986-f7794d0b0809,23,Goal Keeper,3749274,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,46,Standing,36,Chest,58,Touched In
f268d234-ff1a-4778-bbde-2980b257a238,23,Goal Keeper,303666,2019/2020,La Liga,Granada,Rui Tiago Dantas da Silva,44,Set,,,,,,
97917090-d2d5-44fe-9626-2023a5db4e1e,23,Goal Keeper,16265,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,,,,,,,47,Claim
23a49ea3-a1da-4c56-85c7-c906aec34383,23,Goal Keeper,3749603,2003/2004,Premier League,Fulham,Edwin van der Sar,,,,,,,16,Success In Play
4b8341c5-699f-43fc-82cb-31537c1e169f,23,Goal Keeper,3773474,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
258630e2-7c23-4fba-a619-04c12aeaedb5,23,Goal Keeper,16248,2018/2019,La Liga,Atlético Madrid,Jan Oblak,44,Set,45,Diving,41,Right Hand,52,In Play Danger
78c57980-2fef-4405-8885-7c081676a49a,23,Goal Keeper,3749310,2003/2004,Premier League,Southampton,Antti Mikko Niemi,44,Set,,,,,,
30a82ace-72a1-473c-8b49-2e83ac910a57,23,Goal Keeper,3773387,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
eac17374-9448-4107-b3cf-0e42eb8c6cd3,23,Goal Keeper,303487,2019/2020,La Liga,Celta Vigo,Rubén Blanco Veiga,44,Set,45,Diving,,,55,No Touch
03681f7e-e3e6-4e37-a36e-fd4e0ec901d7,23,Goal Keeper,3773526,2020/2021,La Liga,Deportivo Alavés,Fernando Pacheco Flores,44,Set,46,Standing,35,Both Hands,15,Success
02192435-e363-463a-83e8-6715638df5d7,23,Goal Keeper,16182,2018/2019,La Liga,Real Valladolid,Jordi Masip López,44,Set,46,Standing,35,Both Hands,15,Success
bf433edd-8484-44a7-9e17-432ca09b7456,23,Goal Keeper,16095,2018/2019,La Liga,Levante UD,Oier Olazábal Paredes,44,Set,,,,,,
8b38fe08-118a-436d-b5dc-d27a68f4c3bc,23,Goal Keeper,303473,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
8b79929c-9915-4d93-81b2-c5cabaa15eca,23,Goal Keeper,303682,2019/2020,La Liga,Levante UD,Aitor Fernández Abarisketa,44,Set,46,Standing,,,55,No Touch
abd98868-862f-4d26-a64e-dbd36bbfd668,23,Goal Keeper,3764661,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
8054035a-595d-4d48-8094-d9579f58defd,23,Goal Keeper,16275,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,,,,,,,15,Success
64d98136-1244-4f18-bb4a-58ff98b7b9cc,23,Goal Keeper,3749358,2003/2004,Premier League,Middlesbrough,Mark Schwarzer,42,Moving,46,Standing,,,55,No Touch
f7f2d080-b30d-455e-ac12-15891ddeafa9,23,Goal Keeper,16265,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,46,Standing,,,55,No Touch
cb1af6c2-963f-41fc-922a-f812b060bb6f,23,Goal Keeper,3773672,2020/2021,La Liga,Sevilla,Yassine Bounou,44,Set,,,,,,
1dfe9bbb-b85f-4bdb-9a75-35830bd5bf37,23,Goal Keeper,303615,2019/2020,La Liga,Espanyol,Diego López Rodríguez,44,Set,,,,,,
f67c48e6-ea1a-40cb-9c0a-d98262389abe,23,Goal Keeper,3773386,2020/2021,La Liga,Deportivo Alavés,Fernando Pacheco Flores,44,Set,,,,,,
2ba4188d-86b4-45f8-be29-7d4812e07a77,23,Goal Keeper,3749133,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,45,Diving,35,Both Hands,15,Success
2292c7d1-8ba8-45ef-a367-4a40bcf3a698,23,Goal Keeper,16136,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
0d99b853-bc42-4a84-97b3-c9890a10c3c2,23,Goal Keeper,3749274,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
a481866b-bc0e-4fac-9598-00e7fc059397,23,Goal Keeper,3749522,2003/2004,Premier League,Wolverhampton Wanderers,Michael Oakes,44,Set,46,Standing,35,Both Hands,59,Touched Out
3fe0c390-9843-46d0-a192-67317484a9c8,23,Goal Keeper,16190,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,,,,,,,15,Success
f86bfb84-654b-42b6-8d8e-0a014a7b2d70,23,Goal Keeper,16157,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
c81dc68c-92b3-4dfe-8c9d-830a8888ae64,23,Goal Keeper,3749522,2003/2004,Premier League,Wolverhampton Wanderers,Michael Oakes,44,Set,,,,,,
4fe0ab7d-9f72-4743-899e-4f40e8625996,23,Goal Keeper,3749246,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
97698a88-695a-4cb7-9f3a-2a2de48bc431,23,Goal Keeper,303615,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
695b67b4-f567-4782-b8f9-bb336a5bc053,23,Goal Keeper,3749590,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
718cea76-92b4-42be-8f8a-55cf0b589e1d,23,Goal Keeper,3773474,2020/2021,La Liga,Real Valladolid,Jordi Masip López,44,Set,46,Standing,35,Both Hands,15,Success
6bb01bb5-dd28-4f32-aa95-3577b193aa9f,23,Goal Keeper,16079,2018/2019,La Liga,Villarreal,Sergio Asenjo Andrés,,,,,37,Head,48,Clear
9359e765-eccf-4add-b884-6188ec76e777,23,Goal Keeper,3773377,2020/2021,La Liga,Valencia,Jaume Doménech Sánchez,44,Set,,,,,,
bbe2ae9a-c089-4b8f-9b25-ade9f8a82d07,23,Goal Keeper,303680,2019/2020,La Liga,Real Valladolid,Jordi Masip López,44,Set,45,Diving,,,55,No Touch
798d0619-93e3-4f56-a1e3-1af8f0d3fd21,23,Goal Keeper,3773586,2020/2021,La Liga,Granada,Aarón Escandell Banacloche,44,Set,,,,,,
4b12435c-2f7b-49d3-a447-a02c986e51be,23,Goal Keeper,3749257,2003/2004,Premier League,Leicester City,Ian Walker,44,Set,46,Standing,41,Right Hand,59,Touched Out
44d06682-9327-4b6c-94a5-292fd37f9233,23,Goal Keeper,303615,2019/2020,La Liga,Espanyol,Diego López Rodríguez,,,,,37,Head,48,Clear
f23e909d-2d01-49b2-ba24-0fc09e8a9104,23,Goal Keeper,3773372,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
5b82d1d7-2542-4b44-9ba0-b7db77c2e687,23,Goal Keeper,3749552,2003/2004,Premier League,Arsenal,Jens Lehmann,,,,,,,53,In Play Safe
16043a4a-83f0-4c80-a949-0d874ea10593,23,Goal Keeper,16010,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
d5c4623a-c6e0-425e-b9cb-86d3c86fc1d0,23,Goal Keeper,3773372,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,,,,,,,15,Success
4d1a700f-36c7-4c65-8e6a-3717592c4635,23,Goal Keeper,3773387,2020/2021,La Liga,Levante UD,Aitor Fernández Abarisketa,42,Moving,45,Diving,35,Both Hands,53,In Play Safe
8bf00d47-16e1-4d50-8906-9e627ba7463a,23,Goal Keeper,3749296,2003/2004,Premier League,Arsenal,Jens Lehmann,,,,,,,15,Success
0118d1ac-b217-4530-93dd-b3902875436c,23,Goal Keeper,3773597,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,44,Set,46,Standing,35,Both Hands,15,Success
3f1e374f-b70f-454d-886a-3673dab02338,23,Goal Keeper,3773552,2020/2021,La Liga,Huesca,Álvaro Fernández Llorente,44,Set,,,,,,
dbe0c917-89ec-4afa-8fc5-e9453214df4e,23,Goal Keeper,303700,2019/2020,La Liga,Eibar,Marko Dmitrović,,,,,,,47,Claim
5a67430e-db74-4010-a755-0063080d1b22,23,Goal Keeper,16095,2018/2019,La Liga,Levante UD,Oier Olazábal Paredes,44,Set,46,Standing,40,Right Foot,53,In Play Safe
fc8326ed-0fa9-4a88-aa2c-34466af64765,23,Goal Keeper,3773656,2020/2021,La Liga,Atlético Madrid,Jan Oblak,44,Set,,,,,,
07136391-f74d-40b0-bd43-846f36881893,23,Goal Keeper,3749448,2003/2004,Premier League,Liverpool,Jerzy Dudek,44,Set,,,,,,
1a9fb943-bd96-47c6-8d53-45b85766cb63,23,Goal Keeper,16136,2018/2019,La Liga,Leganés,Iván Cuéllar Sacristán,44,Set,,,,,,
2df61312-1f15-4314-88f5-41a4665b2b61,23,Goal Keeper,303377,2019/2020,La Liga,Getafe,David Soria Solís,44,Set,,,,,,
e08f347b-2eb3-4348-99d3-a2f214f525e8,23,Goal Keeper,3773571,2020/2021,La Liga,Real Valladolid,Jordi Masip López,44,Set,,,,,,
eae4840a-2aa4-4abd-b3ef-50ed844f4922,23,Goal Keeper,16289,2018/2019,La Liga,Levante UD,Aitor Fernández Abarisketa,44,Set,45,Diving,35,Both Hands,15,Success
4aced859-fd6c-42c2-ba0b-9743af96a665,23,Goal Keeper,3749276,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,46,Standing,35,Both Hands,15,Success
b72b036b-a1e6-4fb4-8720-10ece294b126,23,Goal Keeper,3749465,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
2430c33f-0e48-4b30-add6-3eab006662a2,23,Goal Keeper,3773415,2020/2021,La Liga,Cádiz,Jeremías Ledesma,44,Set,,,,,,
5daa2d97-6154-49c8-b1a6-b8bd3ec78c66,23,Goal Keeper,3749108,2003/2004,Premier League,Aston Villa,Thomas Løvendahl Sørensen,44,Set,46,Standing,35,Both Hands,15,Success
7f486fca-ade0-4135-be8b-a1d7d33311c7,23,Goal Keeper,3749522,2003/2004,Premier League,Arsenal,Jens Lehmann,,,,,38,Left Foot,48,Clear
4c4caeea-9e1c-4a23-8bf2-4a8794a9af3e,23,Goal Keeper,3773474,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
2c7c82f9-936e-4728-b6ba-062f4bcd144a,23,Goal Keeper,16056,2018/2019,La Liga,Real Betis,Pau López Sabata,44,Set,,,,,,
809ad095-bdcb-4bea-ac35-e126aa51d2c9,23,Goal Keeper,303615,2019/2020,La Liga,Espanyol,Diego López Rodríguez,44,Set,,,,,,
4ef5279a-e17b-4c3d-a0ac-c374b1e308f2,23,Goal Keeper,3773457,2020/2021,La Liga,Celta Vigo,Iván Villar Martínez,,,,,,,52,In Play Danger
8cb8f9d0-f224-4114-a6b7-5fcc6a88bb62,23,Goal Keeper,303430,2019/2020,La Liga,Villarreal,Sergio Asenjo Andrés,44,Set,,,,,,
835e4ed9-eafa-40da-952e-883a4acdf050,23,Goal Keeper,303473,2019/2020,La Liga,Sevilla,Tomáš Vaclík,44,Set,45,Diving,40,Right Foot,58,Touched In
b0ebbcea-6e42-47b3-b686-16a5f1c678c7,23,Goal Keeper,303674,2019/2020,La Liga,Sevilla,Tomáš Vaclík,44,Set,,,,,,
055a9001-a4ea-450f-af99-674f10066c58,23,Goal Keeper,3749133,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
fa017f93-8ac5-4880-afc4-08c3ecf24db0,23,Goal Keeper,3749642,2003/2004,Premier League,Charlton Athletic,Dean Kiely,42,Moving,45,Diving,,,55,No Touch
d7a2acc7-db95-429b-bde9-5cb87d302421,23,Goal Keeper,3749453,2003/2004,Premier League,Leeds United,Paul Robinson,44,Set,45,Diving,35,Both Hands,15,Success
886b8ecc-d041-4987-ac8c-0780367143ed,23,Goal Keeper,16317,2018/2019,La Liga,Eibar,Marko Dmitrović,44,Set,,,,,,
420212db-f7af-4ede-84ab-6f1b4688c40c,23,Goal Keeper,3773695,2020/2021,La Liga,Valencia,Jasper Cillessen,44,Set,46,Standing,39,Left Hand,52,In Play Danger
9e2a2bd5-2834-4e06-a047-b35ec1687015,23,Goal Keeper,3773386,2020/2021,La Liga,Barcelona,Norberto Murara Neto,44,Set,46,Standing,35,Both Hands,15,Success
48e07635-ee50-45ce-976d-4270b3d20843,23,Goal Keeper,16275,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
46e380fa-e7a2-4d42-8f47-a9fa464b163b,23,Goal Keeper,303517,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,,,,,,,15,Success
71f37efa-0bf0-4ef9-a12a-c7ce8c78e3bc,23,Goal Keeper,15986,2018/2019,La Liga,Girona,Yassine Bounou,44,Set,46,Standing,35,Both Hands,15,Success
a6d33fcd-1bb6-4369-be7c-51fd20f18f94,23,Goal Keeper,3764440,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
6a8ba6f6-a155-45d1-8754-9add7390a536,23,Goal Keeper,303516,2019/2020,La Liga,Celta Vigo,Rubén Blanco Veiga,44,Set,,,,,,
f041bbf2-5167-41fc-9596-be365a52d1ce,23,Goal Keeper,3773428,2020/2021,La Liga,Cádiz,Jeremías Ledesma,44,Set,,,,,,
b1c7f70e-ebf6-4232-9222-8cd5b8d7eccb,23,Goal Keeper,16173,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,,,,,,,15,Success
158d5bb7-ac0c-4805-b7d8-f51d86737341,23,Goal Keeper,16095,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
49fc9ed4-082a-44d7-ba43-877f20069496,23,Goal Keeper,3773665,2020/2021,La Liga,Osasuna,Sergio Herrera Pirón,44,Set,,,,,,
adf2de87-a18f-4764-9730-940954b72bb3,23,Goal Keeper,3749276,2003/2004,Premier League,Chelsea,Neil Sullivan,44,Set,,,,,,
b13241c9-1773-4a03-9c53-b8a1f074916b,23,Goal Keeper,3749310,2003/2004,Premier League,Southampton,Antti Mikko Niemi,44,Set,45,Diving,35,Both Hands,59,Touched Out
7eeb8a72-9e20-4202-8155-bb2d6c2a04ce,23,Goal Keeper,3773656,2020/2021,La Liga,Atlético Madrid,Jan Oblak,44,Set,45,Diving,35,Both Hands,15,Success
dbec0c95-db5d-4300-85f6-dff5453801b8,23,Goal Keeper,15998,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
96b3b00e-e5a2-41b8-934e-b038ea7a94a0,23,Goal Keeper,3773457,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,,,,,,,15,Success
c9c0bd77-868b-4260-b327-620e0e403b22,23,Goal Keeper,16157,2018/2019,La Liga,Valencia,Norberto Murara Neto,44,Set,,,,,,
5016efbb-627e-4afa-93de-3b7ca6480f19,23,Goal Keeper,303421,2019/2020,La Liga,Barcelona,Norberto Murara Neto,44,Set,,,,,,
9c294409-d0de-492d-b949-b8e954a2f17d,23,Goal Keeper,303725,2019/2020,La Liga,Villarreal,Sergio Asenjo Andrés,44,Set,,,,,,
de9ce5c3-64a5-4f6f-bf8a-3a4ed629fa63,23,Goal Keeper,3749196,2003/2004,Premier League,Tottenham Hotspur,Kasey Keller,44,Set,,,,,,
d87f58b9-0467-4d23-88fd-59be5393d0de,23,Goal Keeper,3764661,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,44,Set,46,Standing,35,Both Hands,15,Success
324c9834-d5c4-4432-8a7b-90ec9cf2ca3b,23,Goal Keeper,3749590,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
fac803e4-9ad2-4d5e-8e6a-58848b9ae05a,23,Goal Keeper,3749246,2003/2004,Premier League,Manchester United,Roy Carroll,44,Set,,,,,,
a1985314-6635-4dd9-b0fb-0705c038fc5d,23,Goal Keeper,3773665,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,,,,,,,15,Success
574abe9f-ec5b-4cda-ba83-1e4ec6a11ea0,23,Goal Keeper,16079,2018/2019,La Liga,Villarreal,Sergio Asenjo Andrés,44,Set,46,Standing,35,Both Hands,59,Touched Out
a3e09638-8c1d-46be-90f9-311271325975,23,Goal Keeper,3749310,2003/2004,Premier League,Southampton,Antti Mikko Niemi,44,Set,45,Diving,35,Both Hands,15,Success
c090ae53-3192-4a6f-810d-28d86b179101,23,Goal Keeper,3749274,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
dac760eb-2975-4e32-ad0a-2072a9f02c6e,23,Goal Keeper,3749276,2003/2004,Premier League,Arsenal,Jens Lehmann,,,,,,,53,In Play Safe
6183c346-cfd7-4819-8d56-9ce26b7d5026,23,Goal Keeper,3773387,2020/2021,La Liga,Levante UD,Aitor Fernández Abarisketa,44,Set,,,,,,
a608263a-66ca-49b1-a7dd-5b53a204ae08,23,Goal Keeper,303700,2019/2020,La Liga,Eibar,Marko Dmitrović,,,,,,,47,Claim
cfe6fbca-fd9b-4894-8dfe-cc267521da95,23,Goal Keeper,303680,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,45,Diving,35,Both Hands,15,Success
1e709807-e22e-43a6-a83b-53142a072b08,23,Goal Keeper,16182,2018/2019,La Liga,Real Valladolid,Jordi Masip López,,,,,,,47,Claim
0a39a1a4-430e-4364-af4b-1bf5a1c36546,23,Goal Keeper,3773552,2020/2021,La Liga,Huesca,Álvaro Fernández Llorente,44,Set,,,,,,
a34496fb-c568-4a35-a797-7c0a113892e2,23,Goal Keeper,15973,2018/2019,La Liga,Huesca,Axel Werner,44,Set,,,,,,
08b42b7b-3e97-4774-9413-d45fde92d483,23,Goal Keeper,16079,2018/2019,La Liga,Villarreal,Sergio Asenjo Andrés,44,Set,45,Diving,35,Both Hands,56,Saved Twice
34c1f25e-192f-4e86-834c-491b9e4134d8,23,Goal Keeper,3749274,2003/2004,Premier League,Arsenal,Jens Lehmann,,,,,,,15,Success
2fdb0b8c-b8b6-445b-8ac1-36cdb28a39b8,23,Goal Keeper,16190,2018/2019,La Liga,Sevilla,Tomáš Vaclík,44,Set,,,,,,
b37e30f8-1e6d-4318-9de5-fbe915e168f6,23,Goal Keeper,3773689,2020/2021,La Liga,Villarreal,Sergio Asenjo Andrés,44,Set,,,,,,
c26a7cdf-b8c6-483a-9537-d4bfe9b80d0d,23,Goal Keeper,303610,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
5f73cd56-e596-4554-9183-81d32a48f720,23,Goal Keeper,3764661,2020/2021,La Liga,Athletic Club,Unai Simón Mendibil,44,Set,46,Standing,35,Both Hands,59,Touched Out
0b57ec2e-116b-45b6-b139-0e54493c0515,23,Goal Keeper,3773586,2020/2021,La Liga,Granada,Aarón Escandell Banacloche,44,Set,,,,,,
bb2aea32-f289-40f5-8ddf-abb9ee680cf1,23,Goal Keeper,3773585,2020/2021,La Liga,Barcelona,Norberto Murara Neto,44,Set,,,,,,
6fa52f4c-a093-4dcd-ade6-92e296ee0bc7,23,Goal Keeper,3773672,2020/2021,La Liga,Barcelona,Norberto Murara Neto,44,Set,46,Standing,35,Both Hands,58,Touched In
20d37c16-71d6-4307-bf17-13034157df85,23,Goal Keeper,303600,2019/2020,La Liga,Real Valladolid,Jordi Masip López,44,Set,45,Diving,35,Both Hands,52,In Play Danger
7b730fd6-c822-415e-b508-2fe8516b27a3,23,Goal Keeper,3773497,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,44,Set,45,Diving,39,Left Hand,58,Touched In
aeae0ed1-5b0d-4450-ba26-6801a6c7b712,23,Goal Keeper,303493,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
c1734007-e037-48a2-b949-3f1cf9c65460,23,Goal Keeper,3749528,2003/2004,Premier League,Newcastle United,Shay Given,42,Moving,,,,,,
b9881c78-1d13-42ca-9120-cde9d34040f2,23,Goal Keeper,16095,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
1f2b56eb-5004-40a0-90ef-3cc3e8a2a541,23,Goal Keeper,3773547,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,,,,,,,15,Success
210df1a5-9372-4f45-9e3b-03756aa08e59,23,Goal Keeper,3773457,2020/2021,La Liga,Celta Vigo,Iván Villar Martínez,44,Set,,,,,,
314fc61c-dd23-465a-b60e-c1cad8f26f4e,23,Goal Keeper,3749276,2003/2004,Premier League,Chelsea,Neil Sullivan,44,Set,45,Diving,35,Both Hands,15,Success
152cade5-3d91-46a7-84ee-60ea44c76bcd,23,Goal Keeper,3749403,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
725c2791-efb5-45cb-819f-3a540b1b27dd,23,Goal Keeper,16265,2018/2019,La Liga,Real Sociedad,Gerónimo Rulli,,,,,,,47,Claim
3fa939ae-9964-4a9a-936e-8f48b1de589d,23,Goal Keeper,15973,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,46,Standing,35,Both Hands,15,Success
23064547-7dfa-4d40-84cf-1b9847984458,23,Goal Keeper,303682,2019/2020,La Liga,Levante UD,Aitor Fernández Abarisketa,44,Set,46,Standing,38,Left Foot,58,Touched In
8fddb2cc-aaec-48ab-8aa3-b6d4f1e4124a,23,Goal Keeper,303682,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,46,Standing,41,Right Hand,59,Touched Out
d98172b3-3fc9-4a24-90e6-9e5f8e537a89,23,Goal Keeper,3773386,2020/2021,La Liga,Deportivo Alavés,Fernando Pacheco Flores,44,Set,,,,,,
274d2cb6-d840-480d-bfb2-ca0608e7716d,23,Goal Keeper,3749590,2003/2004,Premier League,Leicester City,Ian Walker,,,,,,,15,Success
5de7aa2c-abfa-425d-a88b-2f75aa391b7d,23,Goal Keeper,303682,2019/2020,La Liga,Levante UD,Aitor Fernández Abarisketa,44,Set,,,,,,
a746956d-da41-4099-86af-60570abdaacb,23,Goal Keeper,303696,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,46,Standing,35,Both Hands,15,Success
3a5fb4f5-1798-4a94-a207-81c6bdb2cdbf,23,Goal Keeper,3773526,2020/2021,La Liga,Deportivo Alavés,Fernando Pacheco Flores,44,Set,,,,,,
5f6be353-7bd3-40e0-9bdb-a78d4e144cc5,23,Goal Keeper,303707,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,45,Diving,,,55,No Touch
0e6d2e67-1957-43d0-a3bb-38a77c638a23,23,Goal Keeper,303715,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
2ab7c5a8-a0df-415b-af68-ef300a561d74,23,Goal Keeper,16095,2018/2019,La Liga,Levante UD,Oier Olazábal Paredes,44,Set,46,Standing,41,Right Hand,58,Touched In
375944d3-7a83-4fed-a503-221111869671,23,Goal Keeper,303596,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
6a968b5a-b48b-4114-bf29-d2d4db6d0b45,23,Goal Keeper,3773474,2020/2021,La Liga,Real Valladolid,Jordi Masip López,44,Set,,,,,,
75cbfae5-0e12-408c-9861-02674a8d5d32,23,Goal Keeper,303664,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
f95edb08-a4c4-47e0-aad1-b9a2f842fb35,23,Goal Keeper,3749246,2003/2004,Premier League,Manchester United,Roy Carroll,,,,,,,16,Success In Play
b33312b8-3dc6-46dd-aefb-72a74fef1f35,23,Goal Keeper,3749631,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,46,Standing,35,Both Hands,15,Success
3081c389-599a-4f36-9924-e018485324af,23,Goal Keeper,3773672,2020/2021,La Liga,Sevilla,Yassine Bounou,42,Moving,45,Diving,,,55,No Touch
115a7a7d-d9b2-4ba0-a80b-b6fd30acb5f4,23,Goal Keeper,16023,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
5fbed513-34f3-4a65-8f77-c43050576ba0,23,Goal Keeper,3773497,2020/2021,La Liga,Real Madrid,Thibaut Courtois,44,Set,,,,,,
23ca5edc-5871-40f7-a18c-720ed705ce13,23,Goal Keeper,16265,2018/2019,La Liga,Real Sociedad,Gerónimo Rulli,,,,,,,15,Success
ceb1ba1a-ac4f-4074-bb15-4f3fa5fd82b3,23,Goal Keeper,16149,2018/2019,La Liga,Girona,Yassine Bounou,,,,,38,Left Foot,48,Clear
d61662e7-344e-4dbc-b7d7-f733786692d0,23,Goal Keeper,16149,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,44,Set,46,Standing,40,Right Foot,52,In Play Danger
2c4d333f-9758-4c73-84f0-f04e4683aff8,23,Goal Keeper,3749278,2003/2004,Premier League,Arsenal,Jens Lehmann,,,,,,,15,Success
067e129b-6564-41f1-be92-953255abc5f1,23,Goal Keeper,303596,2019/2020,La Liga,Real Madrid,Thibaut Courtois,44,Set,,,,,,
0db2ff94-b1c6-483a-b159-ba97662ddabf,23,Goal Keeper,303600,2019/2020,La Liga,Real Valladolid,Jordi Masip López,44,Set,46,Standing,,,55,No Touch
00c1770b-6407-4890-bf77-e4d31907d3d4,23,Goal Keeper,16215,2018/2019,La Liga,Real Betis,Pau López Sabata,44,Set,45,Diving,41,Right Hand,59,Touched Out
1ede17df-db47-408f-be33-2acd274783ba,23,Goal Keeper,303652,2019/2020,La Liga,Barcelona,Norberto Murara Neto,,,,,,,53,In Play Safe
661a5291-bdd5-4cfc-bab3-4bf4bc9a9653,23,Goal Keeper,16215,2018/2019,La Liga,Real Betis,Pau López Sabata,42,Moving,,,,,,
7670b151-1eee-4c36-b55c-5bc2c4901697,23,Goal Keeper,303504,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,44,Set,,,,,,
bfb9954c-92d1-4327-892f-e7711e0afeb2,23,Goal Keeper,3773547,2020/2021,La Liga,Osasuna,Sergio Herrera Pirón,44,Set,,,,,,
ae399df8-1ec3-4073-be87-1948ed1b303b,23,Goal Keeper,303473,2019/2020,La Liga,Sevilla,Tomáš Vaclík,44,Set,,,,,,
bebd8315-8bfa-4f77-9d9a-91c7cb4db044,23,Goal Keeper,3749192,2003/2004,Premier League,Arsenal,Jens Lehmann,44,Set,,,,,,
81b736f0-7aa1-42d3-bf06-d33441b8d02f,23,Goal Keeper,303696,2019/2020,La Liga,Atlético Madrid,Jan Oblak,44,Set,,,,,,
231c0ba4-fc41-4650-8635-ee49258c41e3,23,Goal Keeper,303610,2019/2020,La Liga,Granada,Rui Tiago Dantas da Silva,44,Set,,,,,,
c7d37508-c616-44fc-aeff-804b98804566,23,Goal Keeper,303473,2019/2020,La Liga,Sevilla,Tomáš Vaclík,44,Set,46,Standing,39,Left Hand,53,In Play Safe
0e440cbb-056f-4213-8b9b-7c17ceb821f3,23,Goal Keeper,3749079,2003/2004,Premier League,Chelsea,Carlo Cudicini,44,Set,46,Standing,35,Both Hands,15,Success
b3cabd05-476d-417f-855f-46e1140279fc,23,Goal Keeper,16317,2018/2019,La Liga,Barcelona,Jasper Cillessen,44,Set,46,Standing,35,Both Hands,15,Success
61045822-4275-4a28-a22d-8565b0122799,23,Goal Keeper,16265,2018/2019,La Liga,Real Sociedad,Gerónimo Rulli,,,,,,,47,Claim
defd1fa1-caab-44a9-b82b-7b552f86593b,23,Goal Keeper,3749233,2003/2004,Premier League,Manchester City,David James,44,Set,,,,,,
