event_id,id,name,match_id,season,competition,team,player,offensive,foul_id,foul_name,advantage,penalty,card_id,card_name
705ac40e-0812-4ac9-ad56-cb938ad8980d,22,Foul Committed,16289,2018/2019,La Liga,Barcelona,Philippe Coutinho Correia,True,,,False,False,,
895b40cc-c461-4811-8d0f-28cebf66a92f,22,Foul Committed,303731,2019/2020,La Liga,Eibar,Álvaro Tejero Sacristán,False,,,False,False,,
230e9c15-349a-4792-9c2b-3e9cf8b1c8ae,22,Foul Committed,303596,2019/2020,La Liga,Real Madrid,Carlos Henrique Casimiro,False,,,True,False,,
bfa4c144-ad5a-4f42-8403-8daa3346f1b7,22,Foul Committed,3749465,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,,,False,False,,
07bdac6e-15ca-4a4e-8d78-decc374203f3,22,Foul Committed,303493,2019/2020,La Liga,Athletic Club,Daniel García Carrillo,False,,,False,False,,
72ee42ad-df57-4f43-81ba-10b5db1d09d8,22,Foul Committed,3749431,2003/2004,Premier League,Newcastle United,Alan Shearer,False,,,False,False,,
3a1634f6-8eb8-422d-bd5f-fe8d1eb44891,22,Foul Committed,3773523,2020/2021,La Liga,Barcelona,Francisco António Machado Mota de Castro Trincão,False,,,False,False,,
7fe9c14d-c4e3-4558-a753-d8667be63baf,22,Foul Committed,3749522,2003/2004,Premier League,Wolverhampton Wanderers,Alex Rae,False,,,False,False,7,Yellow Card
d87ac35e-82c1-4fb4-b1ae-538c51961684,22,Foul Committed,303421,2019/2020,La Liga,Deportivo Alavés,Edgar Antonio Méndez Ortega,False,,,False,False,,
2d36282f-4257-4306-9c72-20da03b3a0e0,22,Foul Committed,16265,2018/2019,La Liga,Real Sociedad,Aihen Muñoz Capellán,False,,,False,False,,
5aba3862-e3e9-4c2a-907c-b1df4a260402,22,Foul Committed,3749310,2003/2004,Premier League,Southampton,Kevin Phillips,False,,,False,False,,
dfd715c5-e3bb-4893-98e6-f9410fad0915,22,Foul Committed,3749233,2003/2004,Premier League,Arsenal,Ray Parlour,False,,,False,False,7,Yellow Card
3c1b38cd-2fcd-471d-abe8-b7cdd453ac92,22,Foul Committed,3749296,2003/2004,Premier League,Portsmouth,Amdy Moustapha Faye,False,,,True,False,,
a61d738e-0860-40ee-8082-67b908a73a1b,22,Foul Committed,303615,2019/2020,La Liga,Espanyol,David López Silva,False,,,True,False,,
50408bcf-3347-44c3-83c3-9f7f8655bdd1,22,Foul Committed,3773689,2020/2021,La Liga,Villarreal,Manuel Trigueros Muñoz,False,,,False,False,5,Red Card
3caf1679-d589-4683-b30e-fc06fe2e6d8f,22,Foul Committed,3749079,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,,,False,False,,
276fdd60-5a55-4bf4-8265-96e7bd2c8921,22,Foul Committed,303696,2019/2020,La Liga,Atlético Madrid,Saúl Ñíguez Esclapez,False,,,False,False,7,Yellow Card
224607ed-055c-43df-a9ce-a2c69f65ca63,22,Foul Committed,16173,2018/2019,La Liga,Athletic Club,Óscar de Marcos Arana,False,,,False,False,,
677f2dbd-0ef7-4ece-a2c2-9b22cdfbc3e1,22,Foul Committed,3749276,2003/2004,Premier League,Arsenal,Thierry Henry,False,,,False,False,7,Yellow Card
0cddb60c-b8cd-44f5-9cc1-227e8c2734e8,22,Foul Committed,3773372,2020/2021,La Liga,Barcelona,Moriba Kourouma Kourouma,False,,,False,False,,
c87a77f6-e0bd-42aa-9d57-80f42ebb1300,22,Foul Committed,3773457,2020/2021,La Liga,Celta Vigo,Manuel Agudo Durán,False,,,False,False,,
9fa18740-2202-45cc-898a-31f85c3abebe,22,Foul Committed,303517,2019/2020,La Liga,Deportivo Alavés,Manuel Alejandro García Sánchez,False,,,False,False,,
e9ceb310-97f3-4833-9c7e-bd4fdb15c255,22,Foul Committed,16136,2018/2019,La Liga,Barcelona,Philippe Coutinho Correia,False,,,False,False,,
146239b7-ee32-4dc9-8930-5399decbdec4,22,Foul Committed,3749552,2003/2004,Premier League,Manchester United,Cristiano Ronaldo dos Santos Aveiro,False,,,False,False,,
574cb174-270c-4b0a-8857-5500b71b1621,22,Foul Committed,303731,2019/2020,La Liga,Barcelona,Ivan Rakitić,False,,,False,False,,
72e0c8c5-b623-459b-94ac-d5a0fe253739,22,Foul Committed,303524,2019/2020,La Liga,Atlético Madrid,Jorge Resurrección Merodio,False,,,True,False,,
8528783b-23ec-44d2-9fbb-32e9c49dad61,22,Foul Committed,3749196,2003/2004,Premier League,Arsenal,Sulzeer Jeremiah ''Sol' Campbell,False,,,False,False,,
02d1f334-b9a2-44f5-8734-b0f10a889d91,22,Foul Committed,3749278,2003/2004,Premier League,Bolton Wanderers,Per Frandsen,False,,,True,False,,
d7a56cdb-d638-413a-bac8-656a42e9c003,22,Foul Committed,303377,2019/2020,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,False,,,True,False,,
9172fde4-baae-422d-8c27-57b0eec62346,22,Foul Committed,16131,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,False,,,False,False,,
a97cd536-08dd-439b-b111-6d503fd9a403,22,Foul Committed,3749233,2003/2004,Premier League,Manchester City,Claudio Reyna,False,,,True,False,,
74af28ef-e7ec-477c-bfbc-a6b9069b197f,22,Foul Committed,16215,2018/2019,La Liga,Barcelona,Clément Lenglet,False,,,False,False,7,Yellow Card
d513d4a8-c408-41b0-8887-157c7f8abc4d,22,Foul Committed,3749153,2003/2004,Premier League,Middlesbrough,Dorival Guidoni Júnior,False,,,False,False,,
293e5d27-0d17-4200-b82b-83f6b4fe8fcb,22,Foul Committed,3773661,2020/2021,La Liga,Barcelona,Jordi Alba Ramos,False,,,False,False,,
ee950c0e-ffff-4679-bee8-fc81fb382701,22,Foul Committed,303652,2019/2020,La Liga,Espanyol,Sergi Darder Moll,False,,,False,False,,
42f07821-caf6-4468-80ae-85b2bc9c4ad6,22,Foul Committed,303707,2019/2020,La Liga,Barcelona,Frenkie de Jong,True,,,False,False,,
585469da-5f58-4996-9520-87abd40fcf37,22,Foul Committed,303696,2019/2020,La Liga,Atlético Madrid,Thomas Teye Partey,False,,,True,False,,
e27e6ad4-ae67-4c0a-800d-af3a4007de7e,22,Foul Committed,16190,2018/2019,La Liga,Sevilla,Éver Maximiliano David Banega,False,,,False,False,,
b482d885-8dd4-402a-96de-8525b6ed7566,22,Foul Committed,16265,2018/2019,La Liga,Real Sociedad,Mikel Oyarzabal Ugarte,False,,,True,False,,
31ee9c07-8193-43bd-afa8-9afb9e4471e3,22,Foul Committed,303666,2019/2020,La Liga,Granada,Ramon Olamilekan Azeez,False,,,False,False,,
16759c07-1347-4178-8c60-130dd0d347d5,22,Foul Committed,16131,2018/2019,La Liga,Eibar,Anaitz Arbilla Zabala,False,,,False,False,,
e1e3bd49-0e9d-4b48-a875-785e5d1de6e8,22,Foul Committed,303725,2019/2020,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,False,,,False,False,,
0a16abfe-360f-48e5-a93a-5a9db1fd946a,22,Foul Committed,3773593,2020/2021,La Liga,Barcelona,Gerard Piqué Bernabéu,False,,,False,False,,
ba7edd24-f817-4b20-bb85-66be404a1dd3,22,Foul Committed,303696,2019/2020,La Liga,Atlético Madrid,Thomas Teye Partey,False,,,False,False,,
b03c2a85-1763-4404-9180-a4129122d490,22,Foul Committed,16173,2018/2019,La Liga,Barcelona,Ivan Rakitić,False,,,False,False,,
14837a28-2f1d-4c38-81b7-b95f6c136213,22,Foul Committed,303517,2019/2020,La Liga,Deportivo Alavés,Lucas Pérez Martínez,False,,,False,False,,
c86e0b4b-4441-4060-9b08-364e1a294dd5,22,Foul Committed,16056,2018/2019,La Liga,Real Betis,Aïssa Mandi,False,,,False,False,7,Yellow Card
8daf8fc6-351c-495c-82e6-1e781a531f37,22,Foul Committed,3749603,2003/2004,Premier League,Fulham,Sylvain Legwinski,False,,,False,False,,
e401a6d7-c503-4289-b1c6-6a2860516e9d,22,Foul Committed,303516,2019/2020,La Liga,Celta Vigo,Filip Bradarić,False,,,False,False,,
9fd9b252-70d8-4acf-aa2c-ebdf7ff2433e,22,Foul Committed,303377,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,,
9afb3d4a-1b28-4c4e-bb31-869975e13937,22,Foul Committed,3749068,2003/2004,Premier League,Arsenal,Dennis Bergkamp,False,,,False,False,,
16806b57-83b0-49b9-a94e-9d9cdcbdaa43,22,Foul Committed,3749153,2003/2004,Premier League,Middlesbrough,Ugo Ehiogu,False,,,False,True,,
9600354c-b59b-47af-808a-f91492e84945,22,Foul Committed,303532,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,,,False,False,,
b426ec25-6838-4b91-92f4-a32920aace5c,22,Foul Committed,16190,2018/2019,La Liga,Sevilla,Sergi Gómez Solà,False,,,False,False,,
1297bd7c-6d2d-40ad-b230-f3881ab4b187,22,Foul Committed,16086,2018/2019,La Liga,Espanyol,Leonardo Carrilho Baptistão,False,,,False,False,,
60d4af18-cc4e-41c3-b68c-88366c52616a,22,Foul Committed,3749246,2003/2004,Premier League,Arsenal,José Antonio Reyes Calderón,False,,,False,False,,
9870183f-7614-4cad-a607-b25ab078b8bb,22,Foul Committed,3773372,2020/2021,La Liga,Barcelona,Frenkie de Jong,False,,,True,False,,
87c4217d-735c-4956-97b7-04676fc67b49,22,Foul Committed,16149,2018/2019,La Liga,Girona,Alejandro Granell Nogué,False,,,False,False,,
bc87a5be-198f-4794-b598-f5509b94c60d,22,Foul Committed,303715,2019/2020,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,,,False,False,,
e5aedbe0-1619-44c3-aa6e-2d4d80a96d50,22,Foul Committed,3764440,2020/2021,La Liga,Elche,Omenuke Mfulu,False,,,False,False,,
fd8a46aa-f525-469f-ae97-58ef1fb2657a,22,Foul Committed,3749603,2003/2004,Premier League,Arsenal,Kolo Habib Touré,False,,,False,False,,
da8b6c96-cff0-4a58-b2ec-118e91c7141c,22,Foul Committed,16231,2018/2019,La Liga,Espanyol,Adrià Giner Pedrosa,False,,,False,False,,
792078bb-fd9f-41c6-8e1d-b1d5390e58a6,22,Foul Committed,303451,2019/2020,La Liga,Barcelona,Héctor Junior Firpo Adames,False,,,False,False,,
e1867fd3-79df-4d55-b2a6-e842d03ed794,22,Foul Committed,3749552,2003/2004,Premier League,Manchester United,Mikaël Silvestre,False,,,False,False,,
090366d2-d850-4382-a324-dd48b9c714b5,22,Foul Committed,3773369,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,,
35ae2d9c-3eed-42e0-876b-60350b8cd954,22,Foul Committed,303517,2019/2020,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,False,,,False,False,,
ff94412d-542e-4ce5-abce-3b95a9d6793f,22,Foul Committed,303421,2019/2020,La Liga,Deportivo Alavés,Ljubomir Fejsa,False,,,False,False,,
9aa9c400-6b54-4fa2-a63d-a5a17bdb7038,22,Foul Committed,16120,2018/2019,La Liga,Getafe,Mauro Wilney Arambarri Rosa,False,,,False,False,,
fb8596b0-c297-4d1f-85c5-28da763b4e00,22,Foul Committed,3749526,2003/2004,Premier League,Charlton Athletic,Paolo Di Canio,False,,,False,False,,
d51cb324-dc3c-4d57-82aa-e0d1f013fd00,22,Foul Committed,3773457,2020/2021,La Liga,Barcelona,Clément Lenglet,False,,,False,False,7,Yellow Card
ccf7e8fe-2faa-47c6-bbe7-0d54b43eb8b9,22,Foul Committed,303400,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,7,Yellow Card
219f9908-3a48-4065-adb2-15952a14f4e8,22,Foul Committed,3749465,2003/2004,Premier League,Blackburn Rovers,Matt Jansen,False,,,False,False,,
4dbe2435-41bd-4850-912d-860095341913,22,Foul Committed,303451,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,,,False,False,,
ac415384-2fd0-4cda-a874-58b620bfe0db,22,Foul Committed,15998,2018/2019,La Liga,Leganés,Rubén Salvador Pérez Del Mármol,False,,,True,False,,
b407773f-9c12-42be-a07b-e2c7be61fb39,22,Foul Committed,3773377,2020/2021,La Liga,Valencia,Maximiliano Gómez González,False,,,False,False,,
c772579d-41fe-4c8f-b20a-3c99399a6489,22,Foul Committed,303715,2019/2020,La Liga,Leganés,Javier Eraso Goñi,False,,,False,False,,
b98af1aa-9fce-448e-b84a-84c1dcce05e6,22,Foul Committed,3773672,2020/2021,La Liga,Sevilla,Ivan Rakitić,False,,,False,False,,
4e54b4d4-6fb5-45d8-abc0-844aa906e8ed,22,Foul Committed,303715,2019/2020,La Liga,Leganés,Óscar Rodríguez Arnaiz,False,,,True,False,,
73e7692c-1347-4ceb-a95d-4008f138df86,22,Foul Committed,3773372,2020/2021,La Liga,Atlético Madrid,Saúl Ñíguez Esclapez,False,,,True,False,,
e365d03e-7ba8-4564-b3b7-18435a517ec1,22,Foul Committed,3773665,2020/2021,La Liga,Barcelona,Óscar Mingueza García,False,,,True,False,,
154ef0ed-9381-4dd9-aa9b-a6140197cf18,22,Foul Committed,16131,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,,,False,False,,
72283340-df68-414f-acfa-97409a14d1a7,22,Foul Committed,3749133,2003/2004,Premier League,Aston Villa,Ronny Johnsen,False,,,False,False,,
91353efc-9cfa-4949-a307-eb7c18148a53,22,Foul Committed,3773457,2020/2021,La Liga,Barcelona,Moriba Kourouma Kourouma,False,,,False,False,,
9e8190b8-5b08-4e5d-a89a-206a6d6284b5,22,Foul Committed,303516,2019/2020,La Liga,Barcelona,Anssumane Fati,False,,,False,False,,
f2f3a05b-9315-4217-b9e3-7f63bf8519f8,22,Foul Committed,3773523,2020/2021,La Liga,Barcelona,Francisco António Machado Mota de Castro Trincão,False,,,False,False,7,Yellow Card
d2ad2509-2981-4a57-9f8f-20179992a649,22,Foul Committed,3749454,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,,,False,False,,
aa4fb8c2-4dc9-4d56-abca-9f329bec5472,22,Foul Committed,3749590,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,,,False,False,,
a215b5da-ed71-484a-868d-3507c6cf57d3,22,Foul Committed,16120,2018/2019,La Liga,Getafe,Jaime Mata Arnaiz,False,,,False,False,,
6b1b2447-7141-4e51-a2b5-f591c169a058,22,Foul Committed,303493,2019/2020,La Liga,Athletic Club,Unai Núñez Gestoso,False,,,False,False,7,Yellow Card
6d4dd50a-75cf-4aa7-82f4-82b233321425,22,Foul Committed,16086,2018/2019,La Liga,Espanyol,Óscar Esau Duarte Gaitán,False,,,False,False,,
81758744-3f66-43f0-9e64-bc4ba663317e,22,Foul Committed,303470,2019/2020,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,False,,,False,False,,
5e216b4f-225c-4094-80a8-0bc2409c94d9,22,Foul Committed,3749310,2003/2004,Premier League,Southampton,Neill McCann,False,,,False,False,,
fdbd4251-0f2f-457f-92b5-c488f12b4c6e,22,Foul Committed,303652,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,False,,,False,False,,
48332b41-42d4-4dcb-a2a8-68bc1ea77d96,22,Foul Committed,16190,2018/2019,La Liga,Sevilla,Franco Damián Vázquez,False,,,False,False,7,Yellow Card
220e7368-30b0-47f6-834b-dcb842d4ac93,22,Foul Committed,15998,2018/2019,La Liga,Leganés,Rubén Salvador Pérez Del Mármol,False,,,False,False,,
717b20f2-4de2-4954-9cb3-d8fa499f0c90,22,Foul Committed,16205,2018/2019,La Liga,Rayo Vallecano,Gilbert Gianelli Imbula Wanga,False,,,False,False,,
33388572-f42a-47ff-9768-88ae41f5546e,22,Foul Committed,3749276,2003/2004,Premier League,Chelsea,Frank Lampard,False,,,False,False,7,Yellow Card
164ecce3-c8a8-4ef7-8bf5-95e46316070d,22,Foul Committed,3773372,2020/2021,La Liga,Atlético Madrid,Marcos Llorente Moreno,False,,,False,False,,
a72e98ea-a91f-4ed2-ba76-45b9331377e4,22,Foul Committed,16086,2018/2019,La Liga,Espanyol,Dídac Vilá Rosselló,False,,,False,False,7,Yellow Card
6e85afbf-433f-4052-bc4b-add6c23d40d9,22,Foul Committed,3749631,2003/2004,Premier League,Arsenal,Kolo Habib Touré,False,,,False,False,,
4faa49cd-8e04-49b2-8bfc-685d2c0b17b3,22,Foul Committed,303479,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo,False,,,False,False,,
6976cd64-5834-4b49-a13f-4a01c0d058f6,22,Foul Committed,3749454,2003/2004,Premier League,Arsenal,Thierry Henry,False,,,True,False,,
9d0de1e4-a0f0-48d5-bb48-b2da25f15f74,22,Foul Committed,3749196,2003/2004,Premier League,Tottenham Hotspur,Stephen Carr,False,,,False,False,,
77c99f96-5931-41d6-bca6-b068de8a6989,22,Foul Committed,303725,2019/2020,La Liga,Villarreal,Moisés Gómez Bordonado,False,,,False,False,,
58a29d18-efb8-476f-b1ce-2bb913272e2f,22,Foul Committed,3749552,2003/2004,Premier League,Arsenal,Ashley Cole,False,,,False,False,,
11e96001-58c7-4d0d-a234-20c586702b0b,22,Foul Committed,3749346,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,,,False,False,,
cb77c3b4-3b05-496b-99bd-f4bc0ed8d503,22,Foul Committed,3749153,2003/2004,Premier League,Middlesbrough,Franck Queudrue,False,,,False,False,,
c66e0cdb-d342-4fd1-b5f8-d4fedf154ef8,22,Foul Committed,3749403,2003/2004,Premier League,Bolton Wanderers,Simon Charlton,False,,,False,False,,
826bdbf2-f584-47b3-914f-aa5c44d28315,22,Foul Committed,3749346,2003/2004,Premier League,Leeds United,David Batty,False,,,False,False,,
2687fdf2-5ad3-4ee8-a167-126a3691db1d,22,Foul Committed,303430,2019/2020,La Liga,Villarreal,Gerard Moreno Balaguero,False,,,False,False,,
4743cf63-df0c-42de-b8cd-80992c0fcd07,22,Foul Committed,15998,2018/2019,La Liga,Leganés,Rubén Salvador Pérez Del Mármol,False,,,False,False,7,Yellow Card
158fcde1-4ac4-45e1-ace6-b93ae71e7254,22,Foul Committed,16086,2018/2019,La Liga,Espanyol,Borja Iglesias Quintas,False,,,False,False,,
bbdc5c33-55c6-49d1-888b-3b31d85e7e3b,22,Foul Committed,3773587,2020/2021,La Liga,Getafe,Damián Nicolás Suárez Suárez,False,,,False,False,,
2225979f-b6f9-4e66-9696-1665c09de760,22,Foul Committed,3749276,2003/2004,Premier League,Arsenal,Dennis Bergkamp,False,,,False,False,,
c88192a2-89eb-46f9-aa14-587914e2f108,22,Foul Committed,303725,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo,False,,,False,False,,
8b2e98a0-8814-4d1a-a606-6aba7a58c414,22,Foul Committed,3749274,2003/2004,Premier League,Portsmouth,Yakubu Aiyegbeni,False,,,True,False,,
9f83a92a-f912-4fd0-a7cd-de4409883b1b,22,Foul Committed,3749631,2003/2004,Premier League,Southampton,Paul Telfer,False,,,False,False,,
23df9382-0f01-48a4-80b6-ffe0562ef036,22,Foul Committed,303421,2019/2020,La Liga,Deportivo Alavés,Ljubomir Fejsa,False,,,False,False,,
4e0a7af4-9370-4bc3-9ea0-f2560ed27659,22,Foul Committed,16095,2018/2019,La Liga,Levante UD,Rubén Rochina Naixes,False,,,False,False,,
98e44ee0-302e-4dd3-b1db-06de4157d2c7,22,Foul Committed,303731,2019/2020,La Liga,Eibar,Sergio Enrich Ametller,False,,,False,False,,
db769b68-eef8-4383-95d9-ccea184b4c13,22,Foul Committed,303707,2019/2020,La Liga,Barcelona,Clément Lenglet,False,,,False,False,6,Second Yellow
bcabcd70-b98b-413f-a341-5a70270cacff,22,Foul Committed,16173,2018/2019,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
1f311f48-16dc-4d66-853b-598e190ccc02,22,Foul Committed,3749108,2003/2004,Premier League,Arsenal,Dennis Bergkamp,False,,,False,False,,
475cccd5-dbcc-49fc-8281-24811ec4b213,22,Foul Committed,303674,2019/2020,La Liga,Sevilla,Munir El Haddadi Mohamed,False,,,False,False,,
bd24d745-52f6-4630-af80-b204140f02cc,22,Foul Committed,3773552,2020/2021,La Liga,Barcelona,Pedro González López,False,,,False,False,,
fd409de6-f659-41cd-bec0-975501197736,22,Foul Committed,3749403,2003/2004,Premier League,Bolton Wanderers,Henrik Pedersen,False,,,False,False,,
6bf77b47-b413-47be-80e5-477c90064e64,22,Foul Committed,303600,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,False,,,False,False,,
afa49ccf-201b-41e5-8702-ca33cbd61e0a,22,Foul Committed,3773474,2020/2021,La Liga,Barcelona,Antoine Griezmann,False,,,False,False,7,Yellow Card
674bddc2-1073-46f0-a2b2-f78ae3463031,22,Foul Committed,303517,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,False,,,False,False,7,Yellow Card
7f98df58-0050-41fb-b8db-5f6ed022ed06,22,Foul Committed,3749493,2003/2004,Premier League,Everton,Thomas Gravesen,False,,,False,False,,
c62db53a-e840-4016-9670-51e59cbcc644,22,Foul Committed,16173,2018/2019,La Liga,Athletic Club,Yeray Álvarez López,False,,,False,False,,
83e7066b-a31f-4857-b4c5-a0b652432e35,22,Foul Committed,3773587,2020/2021,La Liga,Getafe,Allan Romeo Nyom,False,,,False,False,,
8ab625d0-d2a0-41fc-b960-fa7750f99174,22,Foul Committed,3749246,2003/2004,Premier League,Manchester United,Ryan Giggs,False,,,False,False,,
db661ed9-75e2-4344-bbcf-e30453186a1c,22,Foul Committed,303377,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,,
a287db84-bd7f-4964-b1a1-946a0f2dbfb6,22,Foul Committed,3749310,2003/2004,Premier League,Arsenal,Ray Parlour,False,,,False,False,,
7072b3b6-31d4-4adb-ae48-423530aca782,22,Foul Committed,3773457,2020/2021,La Liga,Celta Vigo,Carlos Domínguez Cáceres,False,,,False,False,,
9f3eb707-4325-4634-9a0d-aba80e875427,22,Foul Committed,3749052,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer,False,,,False,False,,
08ed4e60-abe0-4744-9c95-618d8b44f783,22,Foul Committed,16131,2018/2019,La Liga,Barcelona,Jordi Alba Ramos,False,,,False,False,,
da43c807-b0d0-4bc5-b02b-608cd707973d,22,Foul Committed,3773695,2020/2021,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
129e7d29-99d7-4604-b329-b9a217e478e2,22,Foul Committed,3749274,2003/2004,Premier League,Arsenal,Ray Parlour,False,,,True,False,,
4af7dcda-a5e3-48d5-8c31-fa1a1aa8d40b,22,Foul Committed,16029,2018/2019,La Liga,Barcelona,Ivan Rakitić,False,,,False,False,,
3274141e-cf66-44c5-b337-55b753412fa7,22,Foul Committed,3773625,2020/2021,La Liga,Sevilla,Sergio Escudero Palomo,True,,,False,False,7,Yellow Card
bbd34c58-3fc3-41d4-b377-3eca4a284d82,22,Foul Committed,303470,2019/2020,La Liga,Real Madrid,Francisco Román Alarcón Suárez,False,,,False,False,,
fa3f2706-92bb-4d58-9743-dfff1f27f019,22,Foul Committed,3773477,2020/2021,La Liga,Real Betis,Alejandro Moreno Lopera,False,,,False,False,7,Yellow Card
0faf956c-7ffa-4f9d-bd04-72f83d003eff,22,Foul Committed,16173,2018/2019,La Liga,Athletic Club,Yuri Berchiche Izeta,False,,,False,False,,
009f5258-03d4-4a62-a3e2-ae7a2e27c2c5,22,Foul Committed,303532,2019/2020,La Liga,Leganés,Chidozie Collins Awaziem,False,,,False,False,7,Yellow Card
ed0eaa45-da85-4288-bddb-fe6568c50104,22,Foul Committed,15986,2018/2019,La Liga,Girona,Bernardo José Espinosa Zúñiga,False,,,False,False,,
e89bc2bc-c95b-4813-9c54-54db446ed4ee,22,Foul Committed,303666,2019/2020,La Liga,Granada,Germán Sánchez Barahona,False,,,True,False,,
768d2238-80e1-4ad7-8a6d-5bfaa54128a8,22,Foul Committed,16275,2018/2019,La Liga,Barcelona,Carles Aleña Castillo,False,,,False,False,,
42924c4d-615f-413b-a2f9-ad93ba0ef31b,22,Foul Committed,3773597,2020/2021,La Liga,Barcelona,Jordi Alba Ramos,False,,,False,False,,
8470aa8a-6c59-40a7-927d-ef22fce36cbd,22,Foul Committed,303715,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,7,Yellow Card
eb573faa-1a69-4303-9277-7e8d7b442d02,22,Foul Committed,3749462,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,,,False,False,,
7152cac8-c1fc-4366-9e18-394cd2002956,22,Foul Committed,303680,2019/2020,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
bb92a278-1487-4e59-9e98-707767153e7a,22,Foul Committed,3773457,2020/2021,La Liga,Barcelona,Clément Lenglet,False,,,False,False,6,Second Yellow
bcbc58cf-3ce2-41de-9ded-5a0e95f08ae3,22,Foul Committed,303487,2019/2020,La Liga,Celta Vigo,Pape Cheikh Diop Gueye,False,,,False,False,,
8f1b845b-f8c3-48e8-83de-393e6f730b5a,22,Foul Committed,16109,2018/2019,La Liga,Celta Vigo,Hugo Mallo Novegil,False,,,False,False,,
7958e047-30ea-4248-a36c-d2d7129cd149,22,Foul Committed,16157,2018/2019,La Liga,Valencia,Geoffrey Kondogbia,False,,,True,False,,
871604b8-d858-4f59-bbdc-9734a7eb47d2,22,Foul Committed,3773672,2020/2021,La Liga,Sevilla,Jesús Joaquín Fernández Sáez de la Torre,False,,,False,False,,
3483470b-3bc1-4051-a4b6-c59ba98632a2,22,Foul Committed,3749454,2003/2004,Premier League,Manchester City,Danny Tiatto,False,,,False,False,,
21a2d93e-382c-43f3-bcc0-50e736110961,22,Foul Committed,303696,2019/2020,La Liga,Atlético Madrid,Diego da Silva Costa,False,,,False,False,,
79560568-2fe2-407a-9c01-f4d11fea40a3,22,Foul Committed,303487,2019/2020,La Liga,Barcelona,Samuel Yves Umtiti,False,,,False,False,,
e796cd1c-ab68-4be7-87dc-d583efef5f5b,22,Foul Committed,3749462,2003/2004,Premier League,Birmingham City,Stern John,False,,,False,False,,
82f55ea8-8f7e-4909-9c99-4cd064bac743,22,Foul Committed,3773547,2020/2021,La Liga,Osasuna,Rubén García Santos,False,,,False,False,,
595ce9fe-c53c-4099-b8b4-fb719beeb268,22,Foul Committed,3749133,2003/2004,Premier League,Aston Villa,Olof Mellberg,False,,,False,True,,
7d99f917-4e7f-4ed3-b839-94987d6f0c41,22,Foul Committed,3749296,2003/2004,Premier League,Arsenal,Sulzeer Jeremiah ''Sol' Campbell,False,,,False,False,,
9ab73331-d340-47b0-b910-99b0ac78970f,22,Foul Committed,303680,2019/2020,La Liga,Barcelona,Clément Lenglet,False,,,False,False,7,Yellow Card
ae641461-747a-4649-b01b-f013d9dc6d92,22,Foul Committed,303696,2019/2020,La Liga,Atlético Madrid,Thomas Teye Partey,False,,,False,False,,
5e491958-5f09-4576-b24b-93dce062aaba,22,Foul Committed,303532,2019/2020,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,False,,,False,False,,
e91fac7d-365f-4418-9d7b-28205ec211ee,22,Foul Committed,3773457,2020/2021,La Liga,Celta Vigo,Santiago Mina Lorenzo,False,,,False,False,,
5d86acdf-4698-42e4-bb86-8be7d5f40075,22,Foul Committed,3749522,2003/2004,Premier League,Wolverhampton Wanderers,Mark Kennedy,False,,,False,False,,
d22a37a9-06e5-424c-bdcc-fec73a3ab436,22,Foul Committed,15978,2018/2019,La Liga,Real Sociedad,Jon Bautista Orgilles,False,,,False,False,,
652d3510-15a7-463e-80b1-3b6230ca6e43,22,Foul Committed,3773497,2020/2021,La Liga,Real Madrid,Vinícius José Paixão de Oliveira Júnior,False,,,False,False,,
