event_id,id,name,match_id,season,competition,team,player,subbed_name,outcome_id,outcome_name
7b278db5-7827-452a-be10-9f0e7ca1417b,19,Substitution,3773660,2020/2021,La Liga,Levante UD,Jorge Andújar Moreno,Jorge Miramón Santagertrudis,103,Tactical
1446954b-a0d3-42ac-996c-2e0fb12eb5c6,19,Substitution,16173,2018/2019,La Liga,Barcelona,Clément Lenglet,Thomas Vermaelen,103,Tactical
e577b150-c102-43fd-85b3-94263b8ecc73,19,Substitution,3773660,2020/2021,La Liga,Levante UD,Roger Martí Salvador,José Luis Morales Nogales,103,Tactical
82a308e5-b3d5-4f09-9851-d66e25d79178,19,Substitution,3773695,2020/2021,La Liga,Valencia,Hugo Guillamón Sanmartín,Kevin Gameiro,103,Tactical
50e73471-c932-4d96-8ac2-637c255b9c95,19,Substitution,303479,2019/2020,La Liga,Real Sociedad,Diego Javier Llorente Ríos,Igor Zubeldia Elorza,103,Tactical
d378d061-5175-4e35-b74a-ac8bb0198a1b,19,Substitution,3749153,2003/2004,Premier League,Arsenal,Robert Pirès,Eduardo César Daude Gaspar,103,Tactical
b0c8bb41-9ee1-4d62-ba9b-ae85a859fd2f,19,Substitution,303377,2019/2020,La Liga,Getafe,Oghenekaro Etebo,Amath Ndiaye,103,Tactical
b47e92c6-5183-4b47-baa0-b23ec6ebc3e5,19,Substitution,3773457,2020/2021,La Liga,Barcelona,Gerard Piqué Bernabéu,Sergino Dest,103,Tactical
b77646d3-d690-45b1-9efb-640572cf8755,19,Substitution,3773695,2020/2021,La Liga,Valencia,Uroš Račić,Christian Gabriel Oliva Giménez,103,Tactical
a531a043-9c43-4ca4-8ba6-19c1bf83dac6,19,Substitution,3773660,2020/2021,La Liga,Levante UD,Nikola Vukčević,Nemanja Radoja,103,Tactical
71dea5b8-3758-4762-8865-f4f17f4f0816,19,Substitution,16157,2018/2019,La Liga,Barcelona,Carles Aleña Castillo,Arthur Henrique Ramos de Oliveira Melo,103,Tactical
d56159bf-e09a-406f-9d0e-2be9c4ab3443,19,Substitution,16095,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,Philippe Coutinho Correia,103,Tactical
9023b791-f2fd-459e-99b6-178171468c39,19,Substitution,303700,2019/2020,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,Arturo Erasmo Vidal Pardo,103,Tactical
b79087cd-02bf-4d28-b002-0ef49c8de562,19,Substitution,3749462,2003/2004,Premier League,Arsenal,José Antonio Reyes Calderón,Jérémie Aliadière,103,Tactical
d0b2da05-4d5b-443d-8158-a32546050581,19,Substitution,3773428,2020/2021,La Liga,Cádiz,Marcos Mauro López Gutiérrez,Pedro Alcalá Guirado,102,Injury
bb2884f1-e400-4085-b43f-d903b6b1d1b2,19,Substitution,16131,2018/2019,La Liga,Barcelona,Sergio Busquets i Burgos,Arturo Erasmo Vidal Pardo,103,Tactical
e6e5da5b-7303-4081-837a-0bf392e92468,19,Substitution,3773656,2020/2021,La Liga,Barcelona,Pedro González López,Philippe Coutinho Correia,103,Tactical
1652de9b-ae98-41a8-821f-4536b1283c4a,19,Substitution,303700,2019/2020,La Liga,Eibar,Sergio Enrich Ametller,Takashi Inui,103,Tactical
80222e63-b7b8-4df9-891f-6ee71b3237b5,19,Substitution,3749403,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,Fredrik Ljungberg,103,Tactical
e15ca760-d6f7-4540-8d55-e1d60a1fb678,19,Substitution,303682,2019/2020,La Liga,Levante UD,Gonzalo Julián Melero Manzanares,Hernâni Jorge Santos Fortes,103,Tactical
49552b4d-14bd-44c6-906b-d8a780cde1b5,19,Substitution,303400,2019/2020,La Liga,Valencia,Maximiliano Gómez González,Jaume Vicent Costa Jordá,103,Tactical
820199df-f462-4b78-9a4d-d63163af0514,19,Substitution,303682,2019/2020,La Liga,Levante UD,José Luis Morales Nogales,Borja Mayoral Moya,103,Tactical
6e9309d3-5566-4063-82df-355b3edc64a4,19,Substitution,3773565,2020/2021,La Liga,Granada,Yangel Clemente Herrera Ravelo,Alberto Soro Álvarez,103,Tactical
6620880c-aec9-4cda-bc3c-09f08d6ce5dc,19,Substitution,303700,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer,Nélson Cabral Semedo,102,Injury
d0f04e80-8ac6-4819-9b7c-be2991b358d9,19,Substitution,3773474,2020/2021,La Liga,Real Valladolid,Saidy Janko,Pablo Hervías Ruiz,103,Tactical
4e32261a-0096-44b0-a6c9-627c7dced346,19,Substitution,16010,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,Lionel Andrés Messi Cuccittini,103,Tactical
c6e5fac6-ceb9-49a3-9396-688527144436,19,Substitution,3773571,2020/2021,La Liga,Barcelona,Pedro González López,Philippe Coutinho Correia,103,Tactical
c7f64f9f-2273-4a4e-aa45-00f0e47e2973,19,Substitution,303674,2019/2020,La Liga,Barcelona,Ivan Rakitić,Ricard Puig Martí,103,Tactical
a29c2661-3eac-46bd-8a12-a155ab16aba8,19,Substitution,303504,2019/2020,La Liga,Levante UD,José Luis Morales Nogales,Nikola Vukčević,103,Tactical
7fc039de-5197-46b3-8fcf-91303a84006a,19,Substitution,3773661,2020/2021,La Liga,Barcelona,Sergi Roberto Carnicer,Francisco António Machado Mota de Castro Trincão,103,Tactical
5878c754-44a7-44da-b6ef-3f286d8493a4,19,Substitution,3773585,2020/2021,La Liga,Barcelona,Anssumane Fati,Antoine Griezmann,103,Tactical
cc0cbb08-9954-4f12-b11a-84951cdc587c,19,Substitution,303479,2019/2020,La Liga,Barcelona,Antoine Griezmann,Anssumane Fati,103,Tactical
42de7bef-53d0-4d47-bdd3-b08adb98251a,19,Substitution,3773565,2020/2021,La Liga,Granada,Carlos Neva Tey,Jesús Vallejo Lázaro,103,Tactical
c64e8e7b-5544-4526-8cf6-725c325f5a88,19,Substitution,3773585,2020/2021,La Liga,Barcelona,Pedro González López,Francisco António Machado Mota de Castro Trincão,103,Tactical
3411cc88-0aa2-4c0f-a22d-e7af9b314d22,19,Substitution,3773377,2020/2021,La Liga,Valencia,Gonçalo Manuel Ganchinho Guedes,Manuel Javier Vallejo Galván,103,Tactical
93c763fe-e5b6-4ebf-ad39-bf05744a23a5,19,Substitution,303634,2019/2020,La Liga,Osasuna,Jon Moncayola Tollar,Roberto Torres Morales,103,Tactical
91e799db-0ef1-46d7-91d3-8632e89fa2e1,19,Substitution,3773565,2020/2021,La Liga,Granada,Ángel Montoro Sánchez,Luis Milla Manzanares,103,Tactical
25da93bb-ac80-457d-b1c5-38b25fc8f7e6,19,Substitution,16173,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,Carles Aleña Castillo,103,Tactical
d02b3d45-2953-4792-934c-a976820ad2b9,19,Substitution,303487,2019/2020,La Liga,Celta Vigo,Stanislav Lobotka,Denis Suárez Fernández,103,Tactical
b75aa4ef-22a5-4fdc-bee8-9452efb5cd48,19,Substitution,3773660,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,Pedro González López,103,Tactical
3b70f73e-13f8-40d1-b458-9ae753c1c606,19,Substitution,303615,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo,Anssumane Fati,103,Tactical
fee195e6-eeff-4605-87d1-948ab6ed9197,19,Substitution,303652,2019/2020,La Liga,Espanyol,Víctor Gómez Perea,Matías Ezequiel Vargas Martín,103,Tactical
dd345203-6fb8-49a2-9c1e-81b5689a84a3,19,Substitution,3773565,2020/2021,La Liga,Granada,Roberto Soldado Rillo,Luis Javier Suárez Charris,103,Tactical
9b233167-3a18-4a37-8946-2ecadb68737a,19,Substitution,3773585,2020/2021,La Liga,Real Madrid,Marco Asensio Willemsen,Rodrygo Silva de Goes,103,Tactical
f858a9c5-55a1-4302-9686-a732ccde0160,19,Substitution,3749590,2003/2004,Premier League,Arsenal,Dennis Bergkamp,Gaël Clichy,103,Tactical
d7e7b67a-46b7-415b-9835-33debd69bd3f,19,Substitution,16073,2018/2019,La Liga,Barcelona,Sergi Roberto Carnicer,Rafael Alcântara do Nascimento,103,Tactical
c077f942-5863-4b8c-865c-b00ae8ac988c,19,Substitution,3773585,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,Ousmane Dembélé,103,Tactical
9ef2b569-c190-43c4-9a1e-4181fd2eb6c3,19,Substitution,3749526,2003/2004,Premier League,Charlton Athletic,Paolo Di Canio,Jason Joseph Euell,102,Injury
8c166443-9c81-4e71-b0ee-a6d9a4210828,19,Substitution,16029,2018/2019,La Liga,Sevilla,André Miguel Valente Silva,Luis Fernando Muriel Fruto,103,Tactical
62487d6a-c653-4dee-adf2-bfb5bd214143,19,Substitution,303652,2019/2020,La Liga,Barcelona,Ivan Rakitić,Arturo Erasmo Vidal Pardo,103,Tactical
2c2e5ba8-aa73-4be8-9fc3-82ce63eb0722,19,Substitution,3773369,2020/2021,La Liga,Huesca,Daniel Escriche Romero,Sergio Gómez Martín,103,Tactical
e4456c2d-9e82-4dc8-ba34-701943f7bccc,19,Substitution,3773369,2020/2021,La Liga,Huesca,Idrissa Doumbia,Jaime Seoane Valenciano,103,Tactical
b1b320f8-471f-4b24-9242-544e81fa4eed,19,Substitution,303615,2019/2020,La Liga,Espanyol,Marc Roca Junqué,Lei Wu,103,Tactical
39c95c02-4c88-43c6-844a-8fb08b0ff677,19,Substitution,3773457,2020/2021,La Liga,Barcelona,Pedro González López,Ricard Puig Martí,103,Tactical
e0dfe06f-8612-45bf-a419-3094639de0ec,19,Substitution,3773665,2020/2021,La Liga,Osasuna,Enrique Barja Afonso,Jonathan Rodríguez Menéndez,103,Tactical
00894ab6-8682-4bef-a075-87749232f113,19,Substitution,3749448,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,Martin Keown,103,Tactical
3e94a693-eb3a-4111-a4bb-577bd503eb53,19,Substitution,3749079,2003/2004,Premier League,Arsenal,Robert Pirès,Pascal Cygan,103,Tactical
69dbd762-96da-44e2-8bad-7d8a09a55898,19,Substitution,16023,2018/2019,La Liga,Valencia,Geoffrey Kondogbia,Francis Joseph Coquelin,103,Tactical
d1807126-e7b4-4c1b-b163-a7b1b10be0aa,19,Substitution,3773689,2020/2021,La Liga,Barcelona,Pedro González López,Moriba Kourouma Kourouma,103,Tactical
bc1dbb8c-e80e-4994-9fd5-fdd13b386d4d,19,Substitution,16149,2018/2019,La Liga,Girona,Aleix García Serrano,Douglas Luiz Soares de Paulo,103,Tactical
000585ad-2900-4eac-8e9f-b223db3e3318,19,Substitution,303493,2019/2020,La Liga,Athletic Club,Unai López Cabrera,Daniel García Carrillo,103,Tactical
d398b362-eda1-4ca9-915a-0ff63d4c1d8b,19,Substitution,303524,2019/2020,La Liga,Atlético Madrid,Héctor Miguel Herrera López,Renan Augusto Lodi dos Santos,103,Tactical
ea587e99-0bb1-4544-a0e4-bfe3f5844213,19,Substitution,303517,2019/2020,La Liga,Deportivo Alavés,Mubarak Wakaso,José Luis Sanmartín Mato,103,Tactical
1216dd23-237e-4ec5-b4f1-873d0cb82ede,19,Substitution,3773586,2020/2021,La Liga,Granada,Darwin Daniel Machís Marcano,Adrián Marín Gómez,103,Tactical
76eb7056-d0c0-4684-b739-38bbb7f90124,19,Substitution,303493,2019/2020,La Liga,Athletic Club,Iñigo Córdoba Kerejeta,Iker Muniain Goñi,103,Tactical
f5573bcd-257e-4d21-8dd6-7a9edda5eb39,19,Substitution,3749052,2003/2004,Premier League,Arsenal,Dennis Bergkamp,José Antonio Reyes Calderón,103,Tactical
62e358e2-7078-45d8-b5ca-a416693eda4f,19,Substitution,3773369,2020/2021,La Liga,Huesca,Pablo Ínsua Blanco,Denis Vavro,103,Tactical
de5222ec-a49d-4ecc-b4ab-e4f2bcbe1758,19,Substitution,3773369,2020/2021,La Liga,Huesca,Pablo Maffeo Becerra,Pedro López Muñoz,103,Tactical
b05d4e3e-a960-4c07-bf60-2b2577d87494,19,Substitution,3773369,2020/2021,La Liga,Barcelona,Ousmane Dembélé,Martin Braithwaite Christensen,103,Tactical
4dba7bff-9c36-47ad-8ebd-f9420fbd8a13,19,Substitution,16196,2018/2019,La Liga,Real Madrid,Carlos Henrique Casimiro,Francisco Román Alarcón Suárez,103,Tactical
c7042d36-e9af-47a2-9916-2d36dda1f72c,19,Substitution,3773369,2020/2021,La Liga,Huesca,David Ferreiro Quiroga,Javier Ontiveros Parra,103,Tactical
ae05e093-9eb6-41de-b56b-5a3990838b4a,19,Substitution,3773369,2020/2021,La Liga,Barcelona,Pedro González López,Ricard Puig Martí,103,Tactical
09c8c688-0cfb-41c7-9fc1-109e927ed5ce,19,Substitution,303731,2019/2020,La Liga,Eibar,Sergio Enrich Ametller,Enrique González Casín,103,Tactical
3423aac6-9721-43d4-bb77-ac0c00d88814,19,Substitution,16157,2018/2019,La Liga,Valencia,Kevin Gameiro,Ferrán Torres García,102,Injury
fb14cb1e-d95c-478a-bba1-8d86f8d0ee26,19,Substitution,16173,2018/2019,La Liga,Athletic Club,Beñat Etxebarria Urkiaga,Mikel San José Domínguez,103,Tactical
c752b5b3-b953-491a-8c72-61f5d450a093,19,Substitution,16306,2018/2019,La Liga,Barcelona,Malcom Filipe Silva de Oliveira,Nélson Cabral Semedo,103,Tactical
c882103c-64cb-45e4-a6a0-dd48122219f7,19,Substitution,16056,2018/2019,La Liga,Real Betis,Giovani Lo Celso,Takashi Inui,103,Tactical
3f8ffbbb-e58f-4ad5-aef9-815a8f348049,19,Substitution,3749358,2003/2004,Premier League,Middlesbrough,Szilárd Németh,Stewart Downing,103,Tactical
c9e3a036-5fe8-41ec-897a-657e9f93fe48,19,Substitution,16265,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,Sergi Roberto Carnicer,103,Tactical
4ee979e8-1090-4b5f-baa0-3890dee108d6,19,Substitution,303470,2019/2020,La Liga,Real Madrid,Federico Santiago Valverde Dipetta,Lucas Vázquez Iglesias,103,Tactical
7bd8938e-e951-4747-9c6d-cb2a7f261b01,19,Substitution,16289,2018/2019,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,Sergio Busquets i Burgos,103,Tactical
55d1a9ca-d967-4a72-a263-23fe406ced97,19,Substitution,3749068,2003/2004,Premier League,Tottenham Hotspur,Johnnie Jackson,Jermain Defoe,103,Tactical
b7bd507b-8cbf-4c96-8615-0de00ef5dcea,19,Substitution,3749068,2003/2004,Premier League,Tottenham Hotspur,Mauricio Taricco,Goran Bunjevčević,103,Tactical
18e86e0e-528d-43b7-afce-544f49b5bd5b,19,Substitution,303600,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,Sergi Roberto Carnicer,103,Tactical
0e886c0d-48b6-4078-a944-329cda20d730,19,Substitution,16215,2018/2019,La Liga,Barcelona,Ivan Rakitić,Carles Aleña Castillo,103,Tactical
63b148bb-2ce1-4885-bfc8-fbbd9f788873,19,Substitution,3773552,2020/2021,La Liga,Huesca,Jorge Pulido Mayoral,Juan Carlos Real Ruiz,103,Tactical
10dbc916-1ad3-45ec-94d4-155bd76ecf48,19,Substitution,16215,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,Philippe Coutinho Correia,102,Injury
d42ef1df-18d3-47cd-a15d-01962239d7ae,19,Substitution,3773552,2020/2021,La Liga,Huesca,Sergio Gómez Martín,Shinji Okazaki,103,Tactical
6a8a771c-39cb-4a78-bb53-253651cb03f8,19,Substitution,16248,2018/2019,La Liga,Atlético Madrid,Rodrigo Hernández Cascante,Juan Francisco Torres Belén,103,Tactical
f5d3c73d-fed5-4e2a-8721-05b00c160d71,19,Substitution,3749192,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,Nwankwo Christian Kanu,103,Tactical
38f1033b-058b-40c5-bf71-a0b6a14f5b72,19,Substitution,303731,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,Frenkie de Jong,103,Tactical
7d5de1d3-4481-42f9-8db8-fb1132cb6e18,19,Substitution,303487,2019/2020,La Liga,Celta Vigo,Pione Sisto Ifolo Emirmija,Brais Méndez Portela,103,Tactical
d4122257-4790-46c9-b06f-c6ceaae96a7d,19,Substitution,16023,2018/2019,La Liga,Valencia,Kevin Gameiro,Rodrigo Moreno Machado,103,Tactical
15769574-6df5-44bc-b300-8205185026d3,19,Substitution,3773552,2020/2021,La Liga,Huesca,Jaime Seoane Valenciano,David Ferreiro Quiroga,103,Tactical
f3d5df58-e66b-4ec3-bb1e-1b4b2daa2ccf,19,Substitution,3749346,2003/2004,Premier League,Leeds United,Lamine Sakho,Aaron Lennon,103,Tactical
1feac5dd-ee21-42f2-a3e5-f698ca9a2c18,19,Substitution,15956,2018/2019,La Liga,Barcelona,Ousmane Dembélé,Arturo Erasmo Vidal Pardo,103,Tactical
01dcc9a3-4987-438c-84af-5e34034d471f,19,Substitution,3773587,2020/2021,La Liga,Barcelona,Antoine Griezmann,Francisco António Machado Mota de Castro Trincão,103,Tactical
0cb09d62-a7e2-4048-8a68-0569be7f73c9,19,Substitution,3773587,2020/2021,La Liga,Barcelona,Frenkie de Jong,Martin Braithwaite Christensen,103,Tactical
a13b2156-3a26-4511-aed2-d391eced2889,19,Substitution,3749153,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,Ray Parlour,103,Tactical
a8e2d156-e4d8-4058-b130-d2b36c12ddc0,19,Substitution,16136,2018/2019,La Liga,Barcelona,Carles Aleña Castillo,Lionel Andrés Messi Cuccittini,103,Tactical
162f6e44-4b56-447d-8d3a-4606f70f983b,19,Substitution,3749552,2003/2004,Premier League,Manchester United,John O''Shea,Diego Forlán Corazo,103,Tactical
5d577c40-13a1-4054-925b-8e1777a329b2,19,Substitution,3773571,2020/2021,La Liga,Real Valladolid,Javier Sánchez de Felipe,Sergio Guardiola Navarro,103,Tactical
2b600e1b-a097-4d31-a45b-be36d0fe0e14,19,Substitution,16136,2018/2019,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,Ivan Rakitić,103,Tactical
2c864c01-035c-4421-b8ad-a6b8671e406b,19,Substitution,3764440,2020/2021,La Liga,Elche,Miguel Ángel Garrido Cifuentes,Fidel Chaves de la Torre,103,Tactical
0951a92e-1514-4764-b05e-7c0ff6a02927,19,Substitution,3773597,2020/2021,La Liga,Real Sociedad,Martín Zubimendi Ibáñez,Carlos Fernández Luna,103,Tactical
078325b9-8d63-42d7-8e8e-a5abc7232e22,19,Substitution,303715,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,Ivan Rakitić,103,Tactical
cd239494-c2c6-48cd-8459-876c439f9aa3,19,Substitution,3773466,2020/2021,La Liga,Celta Vigo,Renato Fabrizio Tapia Cortijo,Francisco José Beltrán Peinado,103,Tactical
7cd4479a-64cc-4de7-9896-50e186440b64,19,Substitution,3749642,2003/2004,Premier League,Arsenal,Dennis Bergkamp,José Antonio Reyes Calderón,103,Tactical
809e20c4-88d8-4c7b-a905-3a6a05fa222c,19,Substitution,303715,2019/2020,La Liga,Barcelona,Antoine Griezmann,Arturo Erasmo Vidal Pardo,103,Tactical
5f5f14b4-e27f-422b-90c7-51379fa398ea,19,Substitution,3749526,2003/2004,Premier League,Charlton Athletic,Jonatan Lillebror Johansson,Jamal Julian Campbell-Ryce,103,Tactical
3abdd4f7-0e3e-419b-ab9b-1396ab2791cb,19,Substitution,3749117,2003/2004,Premier League,Arsenal,Nwankwo Christian Kanu,Eduardo César Daude Gaspar,103,Tactical
c89a130d-d37b-48f6-8f8a-0600e8bea983,19,Substitution,3749642,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,Gilberto Aparecido da Silva,103,Tactical
1dbf60c2-a3db-4b5d-be4b-6b469de7a664,19,Substitution,3749642,2003/2004,Premier League,Arsenal,Robert Pirès,Pascal Cygan,103,Tactical
babd4cae-4ade-4b19-aa20-0ec4b9999bdf,19,Substitution,16248,2018/2019,La Liga,Atlético Madrid,Santiago Arias Naranjo,Ángel Martín Correa,103,Tactical
b3958a81-41bc-435a-9a28-6dd2059705da,19,Substitution,303682,2019/2020,La Liga,Barcelona,Antoine Griezmann,Sergi Roberto Carnicer,103,Tactical
aadbaa29-12b5-4a97-8cd4-897fff0236c4,19,Substitution,3749068,2003/2004,Premier League,Arsenal,Dennis Bergkamp,José Antonio Reyes Calderón,103,Tactical
d7903b66-6a59-4d20-8bbd-85269beadb27,19,Substitution,303493,2019/2020,La Liga,Barcelona,Luis Alberto Suárez Díaz,Martin Braithwaite Christensen,103,Tactical
0e784036-2615-4c74-af9e-67739b615a47,19,Substitution,3773477,2020/2021,La Liga,Barcelona,Ousmane Dembélé,Francisco António Machado Mota de Castro Trincão,103,Tactical
ae497f25-7225-474c-8074-e6849167e320,19,Substitution,3773586,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,Francisco António Machado Mota de Castro Trincão,103,Tactical
256e7929-035d-49c6-ad28-f2ca8fdf38e3,19,Substitution,3749522,2003/2004,Premier League,Wolverhampton Wanderers,Kenny Miller,Shaun Newton,103,Tactical
99c2a182-45fc-45ff-b462-eac94f3aa25b,19,Substitution,303532,2019/2020,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,Ricard Puig Martí,103,Tactical
c927738a-b296-463c-be39-f82577ab7c00,19,Substitution,303696,2019/2020,La Liga,Barcelona,Ivan Rakitić,Sergi Roberto Carnicer,103,Tactical
ed8d3fa2-021c-4339-9647-70c9bee74b60,19,Substitution,3773631,2020/2021,La Liga,Real Betis,Aitor Ruibal García,Rodrigo Sánchez Rodriguez,103,Tactical
c431b6e5-4989-43a8-8acb-9e53a8f39819,19,Substitution,303532,2019/2020,La Liga,Barcelona,Gerard Piqué Bernabéu,Samuel Yves Umtiti,103,Tactical
3fd2bc96-b9dc-4b77-abb7-439c0b805166,19,Substitution,303504,2019/2020,La Liga,Levante UD,Enis Bardhi,Rubén Rochina Naixes,103,Tactical
4898ccb4-6d89-4de0-a0a7-7c85243f0b6a,19,Substitution,3749590,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,Martin Keown,103,Tactical
d18b5644-aa38-4978-8b51-949c4e7567d9,19,Substitution,303516,2019/2020,La Liga,Barcelona,Anssumane Fati,Martin Braithwaite Christensen,103,Tactical
9176fa1c-36d4-44c9-b9cd-b8efd1274bac,19,Substitution,3749257,2003/2004,Premier League,Leicester City,Ian Walker,Danny Coyne,103,Tactical
5f120ddb-358e-42bb-83ec-131c4430dc33,19,Substitution,3773415,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,Miralem Pjanić,103,Tactical
f7133063-0f3f-4056-8742-a6a3427b574a,19,Substitution,3773386,2020/2021,La Liga,Deportivo Alavés,Joaquín Navarro Jiménez,Martín Aguirregabiria Padilla,102,Injury
142243da-ae51-46d1-81c6-1cf66a89bdff,19,Substitution,3773415,2020/2021,La Liga,Barcelona,Antoine Griezmann,Martin Braithwaite Christensen,103,Tactical
212f3f34-4e3b-4f9d-a1c0-7e64d9535468,19,Substitution,303615,2019/2020,La Liga,Barcelona,Ivan Rakitić,Ronald Federico Araújo da Silva,103,Tactical
b2bae36f-fc9c-44b4-86bb-d57966ff9dbe,19,Substitution,303600,2019/2020,La Liga,Real Valladolid,Óscar Plano Pedreño,Enes Ünal,103,Tactical
0bb42f72-1920-48de-ab43-5998fdce6a37,19,Substitution,303517,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,Frenkie de Jong,103,Tactical
d2634448-c134-4d18-88fe-b2b46be45dd1,19,Substitution,3773547,2020/2021,La Liga,Barcelona,Pedro González López,Sergio Busquets i Burgos,103,Tactical
19bfa67d-b357-4b54-ba7b-91e495e061f9,19,Substitution,3749257,2003/2004,Premier League,Arsenal,Dennis Bergkamp,José Antonio Reyes Calderón,103,Tactical
49f48148-1dca-4d6b-8677-fc100dccf116,19,Substitution,303470,2019/2020,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,Ivan Rakitić,103,Tactical
a777bd09-c9c1-4a01-943a-74d68b142ba8,19,Substitution,3773593,2020/2021,La Liga,Barcelona,Anssumane Fati,Ousmane Dembélé,103,Tactical
3b28732e-b17a-4edf-8944-81e047c7f305,19,Substitution,16248,2018/2019,La Liga,Barcelona,Sergi Roberto Carnicer,Nélson Cabral Semedo,103,Tactical
4b50fe42-9a57-43a4-9c58-305e7893e9ef,19,Substitution,16056,2018/2019,La Liga,Barcelona,Malcom Filipe Silva de Oliveira,Munir El Haddadi Mohamed,103,Tactical
de26fbbb-343d-4bda-95ff-0904017774ee,19,Substitution,303470,2019/2020,La Liga,Barcelona,Antoine Griezmann,Anssumane Fati,103,Tactical
a4281b18-5f04-435e-98cf-d94001439449,19,Substitution,303666,2019/2020,La Liga,Barcelona,Héctor Junior Firpo Adames,Anssumane Fati,103,Tactical
7c3100b8-8c9b-4dd0-a438-14e3c77e34bf,19,Substitution,3773593,2020/2021,La Liga,Barcelona,Philippe Coutinho Correia,Pedro González López,103,Tactical
9f9c178c-b55e-464a-9133-a79c80769edb,19,Substitution,303666,2019/2020,La Liga,Barcelona,Carles Pérez Sayol,Lionel Andrés Messi Cuccittini,103,Tactical
2983aae0-6a5d-4acf-aa09-00a7e72381ec,19,Substitution,15998,2018/2019,La Liga,Barcelona,Munir El Haddadi Mohamed,Luis Alberto Suárez Díaz,103,Tactical
b5802735-4e15-4d32-90e0-8c46ace991e2,19,Substitution,303666,2019/2020,La Liga,Granada,Roberto Soldado Rillo,Carlos Fernández Luna,102,Injury
40292af9-81bf-4595-a712-e0d568749bac,19,Substitution,3773597,2020/2021,La Liga,Real Sociedad,Andoni Gorosabel Espinosa,Ander Barrenetxea Muguruza,103,Tactical
9b0a40c1-7a25-4370-87f5-d3175b76bcdd,19,Substitution,3749310,2003/2004,Premier League,Southampton,Léandre Griffit,Brett Ormerod,103,Tactical
69153b5e-dfa5-4323-a6f0-5ea27df65d12,19,Substitution,303516,2019/2020,La Liga,Celta Vigo,Jacobo González Rodrigañez,Santiago Mina Lorenzo,103,Tactical
4233242a-46ef-42b6-ae8d-94b9b49c47f7,19,Substitution,3773597,2020/2021,La Liga,Real Sociedad,Cristian Portugués Manzanera,Adnan Januzaj,103,Tactical
154c7e87-499c-463e-9e05-c26bc74ed5a4,19,Substitution,3773689,2020/2021,La Liga,Villarreal,Etienne Capoue,Moisés Gómez Bordonado,103,Tactical
ed13f40f-0e05-4f28-9f75-85492baaec06,19,Substitution,3749454,2003/2004,Premier League,Manchester City,Shaun Wright-Phillips,Eyal Berkovic,103,Tactical
eb8cf412-7166-4564-a26a-8c2d9818e97f,19,Substitution,3749493,2003/2004,Premier League,Everton,Mark Pembridge,Gary Naysmith,103,Tactical
846191f6-b4aa-4986-819d-2ac882d22892,19,Substitution,303596,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo,Arturo Erasmo Vidal Pardo,103,Tactical
673c83b4-72c9-4c3f-acc8-fc91d2ab35a9,19,Substitution,16275,2018/2019,La Liga,Deportivo Alavés,Jonathan Rodríguez Menéndez,John Guidetti,103,Tactical
469737c4-79f9-4594-b158-e10c4c131cba,19,Substitution,3773526,2020/2021,La Liga,Barcelona,Moriba Kourouma Kourouma,Pedro González López,103,Tactical
875ebe08-59ec-4276-9196-8ccc376c0fa5,19,Substitution,3749493,2003/2004,Premier League,Everton,David Unsworth,Tie Li,103,Tactical
d196c0b3-60a8-41e4-840d-4eb84c6759a3,19,Substitution,303430,2019/2020,La Liga,Villarreal,Santiago Cazorla González,Carlos Arturo Bacca Ahumada,103,Tactical
6364c330-33a7-416e-b39b-35455b8e3310,19,Substitution,303516,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,Héctor Junior Firpo Adames,103,Tactical
97a68c62-597b-4d4a-9864-d54c66164527,19,Substitution,3773587,2020/2021,La Liga,Getafe,Juan Camilo Hernández Suárez,David Timor Copoví,103,Tactical
