event_id,id,name,match_id,season,competition,team,player,offensive,failure
b8611bf9-72d2-424d-8fab-1b1792b5f149,2,Ball Recovery,303421,2019/2020,La Liga,Barcelona,Anssumane Fati,False,False
1950ba48-b27f-4f84-897a-ce06598bfa7c,2,Ball Recovery,3773457,2020/2021,La Liga,Barcelona,Moriba Kourouma Kourouma,False,False
a28d1ca3-7ded-40ad-bffc-0abb08c73a49,2,Ball Recovery,16306,2018/2019,La Liga,Getafe,Dimitri Foulquier,False,False
65e8bbe6-07bc-441a-88e8-9d944f59e5d7,2,Ball Recovery,303731,2019/2020,La Liga,Barcelona,Antoine Griezmann,False,False
21eed55c-99c9-4741-9ae8-768ad2b7fd71,2,Ball Recovery,16073,2018/2019,La Liga,Barcelona,Jordi Alba Ramos,False,True
a7f7c53b-143c-48db-85a3-a144bb77f249,2,Ball Recovery,3749453,2003/2004,Premier League,Leeds United,Gary Oliver Kelly,False,True
ce41d5f9-193a-4a0a-9e7d-0f427c1c6977,2,Ball Recovery,303517,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,False
d90745ef-02fd-4d92-b8b2-96ee9f1c3499,2,Ball Recovery,3773665,2020/2021,La Liga,Osasuna,David García Zubiría,False,False
2eb43f85-6646-42e5-aec5-4e0e40c9574d,2,Ball Recovery,16240,2018/2019,La Liga,Barcelona,Sergio Busquets i Burgos,False,False
e6726f02-93fb-4f7b-86c2-a37472492498,2,Ball Recovery,3773377,2020/2021,La Liga,Barcelona,Antoine Griezmann,False,False
a0b6084b-7b6d-4003-8704-c881c94a3663,2,Ball Recovery,16306,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,True
7b89d35b-b76b-4ddc-af7d-749e8e038cd9,2,Ball Recovery,303715,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,False,False
c32d2538-af4c-4672-a1de-b9bcaff3f104,2,Ball Recovery,3749453,2003/2004,Premier League,Arsenal,Patrick Vieira,False,False
3757f58d-b52d-4cde-b00a-9da678bea918,2,Ball Recovery,16231,2018/2019,La Liga,Espanyol,Marc Roca Junqué,False,False
2d0d63ee-a96b-45d4-b277-290d49b1d38f,2,Ball Recovery,303479,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,False,False
0faaab0c-1e35-4bfa-8204-ee618b92e91a,2,Ball Recovery,16056,2018/2019,La Liga,Real Betis,Lorenzo Jesús Morón García,False,False
49949f01-5653-4c2d-b7f4-acb743c2a1ae,2,Ball Recovery,3749192,2003/2004,Premier League,Fulham,Steed Malbranque,False,False
a6c74bc9-9483-4210-99ae-de33d82fc4a1,2,Ball Recovery,3749431,2003/2004,Premier League,Newcastle United,Gary Speed,False,False
38f296de-dec1-4cb5-8914-7d5b5eac18bb,2,Ball Recovery,3749276,2003/2004,Premier League,Chelsea,William Gallas,False,False
6300393f-ee66-42c5-99f1-6e40ebf9fab5,2,Ball Recovery,303634,2019/2020,La Liga,Osasuna,Iñigo Pérez Soto,False,False
a9315047-f102-400d-966c-2debd1b3dc55,2,Ball Recovery,303451,2019/2020,La Liga,Mallorca,Daniel José Rodríguez Vázquez,False,True
7184ed18-d5f1-427d-9968-013f45517090,2,Ball Recovery,16306,2018/2019,La Liga,Barcelona,Gerard Piqué Bernabéu,False,False
be5e87c9-3592-4772-998c-b028415ee4a9,2,Ball Recovery,303479,2019/2020,La Liga,Real Sociedad,Martin Ødegaard,False,True
69b15907-40b7-4e6e-9811-0fba2bcf4b0e,2,Ball Recovery,3749526,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,False
a0bca61a-fb76-4797-9d9a-08aae14c2aed,2,Ball Recovery,3749642,2003/2004,Premier League,Arsenal,Kolo Habib Touré,False,False
d6fee73e-010b-434b-83f1-ecb3f2805385,2,Ball Recovery,303451,2019/2020,La Liga,Mallorca,Salvador Sevilla López,False,False
561d6b54-7e10-4035-8b7d-70aa99d7d9f4,2,Ball Recovery,303517,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False
bab6fedc-daa4-49da-9e92-01c67d457a06,2,Ball Recovery,303634,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer,False,False
32cef799-94a5-432b-8024-eb8915b7653a,2,Ball Recovery,3749346,2003/2004,Premier League,Arsenal,Sulzeer Jeremiah ''Sol' Campbell,False,False
0562a8a1-c88b-4480-ba8c-6e3a7ab3759c,2,Ball Recovery,3749453,2003/2004,Premier League,Leeds United,Michael Duberry,False,False
950493f3-43a1-4142-a255-5c587bcc4853,2,Ball Recovery,303493,2019/2020,La Liga,Barcelona,Gerard Piqué Bernabéu,False,False
f9f11cee-5073-4159-8230-7d3a27837cf3,2,Ball Recovery,303615,2019/2020,La Liga,Espanyol,Diego López Rodríguez,False,False
0d0ed512-f3ba-4ee0-8c25-389a94f610c3,2,Ball Recovery,3749642,2003/2004,Premier League,Charlton Athletic,Dean Kiely,False,False
908e0e88-6239-44fe-a3cf-5b77c775f87d,2,Ball Recovery,16190,2018/2019,La Liga,Barcelona,Samuel Yves Umtiti,False,False
33ecb8dd-2ce7-425e-aba6-bab6c79341a5,2,Ball Recovery,303715,2019/2020,La Liga,Barcelona,Ousmane Dembélé,False,False
71e40eed-a38f-4cde-afcc-becc1764a57c,2,Ball Recovery,3749631,2003/2004,Premier League,Arsenal,Thierry Henry,False,False
9393f534-75e7-4623-ab89-5986f37cfac2,2,Ball Recovery,3773403,2020/2021,La Liga,Athletic Club,Yuri Berchiche Izeta,False,False
c1c97351-e130-44e6-810b-0ea96dd6ae82,2,Ball Recovery,3749276,2003/2004,Premier League,Chelsea,Frank Lampard,False,False
24169d8b-6918-4550-9398-bd2b9ffd1072,2,Ball Recovery,3749528,2003/2004,Premier League,Arsenal,Kolo Habib Touré,False,False
bcf4a4b8-ac2c-4deb-9b6c-252460a9096d,2,Ball Recovery,303451,2019/2020,La Liga,Mallorca,Joan Sastre Vanrell,False,False
96439cf5-bc23-4483-9723-49ac3820aca3,2,Ball Recovery,3773369,2020/2021,La Liga,Huesca,Pablo Maffeo Becerra,False,False
db7faf54-1388-4cdb-a8b3-84a71250a60d,2,Ball Recovery,303715,2019/2020,La Liga,Leganés,Unai Bustinza Martínez,False,False
3e276202-1b83-4fe5-889e-2baf1b488e2b,2,Ball Recovery,3749454,2003/2004,Premier League,Manchester City,Jihai Sun,False,False
915f4510-4955-4098-8872-87eaa152397c,2,Ball Recovery,3749079,2003/2004,Premier League,Chelsea,Glen Johnson,False,False
5c01db51-ac33-45ea-b6da-4de1ec087772,2,Ball Recovery,3749358,2003/2004,Premier League,Middlesbrough,Dorival Guidoni Júnior,False,False
f6960c09-85c5-4147-be65-fb539d84e16c,2,Ball Recovery,303674,2019/2020,La Liga,Sevilla,Joan Jordán Moreno,False,False
3223b0f6-4d97-477c-9b88-567a3fe2278d,2,Ball Recovery,303479,2019/2020,La Liga,Real Sociedad,Martin Ødegaard,False,False
21283905-8a7c-4029-bd05-97270e8e2e55,2,Ball Recovery,16136,2018/2019,La Liga,Leganés,Jonathan Cristian Silva,False,False
147e11b9-1268-4a62-abab-7fdf0339999b,2,Ball Recovery,3749403,2003/2004,Premier League,Arsenal,Jens Lehmann,False,False
2772594f-37b2-4917-8d87-6349fafeccb8,2,Ball Recovery,3749346,2003/2004,Premier League,Leeds United,David Batty,False,False
3595f7d7-85bd-4182-ad85-cd68c53431b1,2,Ball Recovery,3773369,2020/2021,La Liga,Huesca,Pablo Maffeo Becerra,False,False
de169dda-944d-45e2-a357-7dfc3466a446,2,Ball Recovery,16190,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,False
13f12324-26f0-4fa3-88eb-b2576cc35374,2,Ball Recovery,16215,2018/2019,La Liga,Real Betis,Sergio Canales Madrazo,False,False
c73d898f-cecd-47b2-85fc-753ef82474c0,2,Ball Recovery,303451,2019/2020,La Liga,Mallorca,Takefusa Kubo,False,False
9f80b946-10c8-46d8-b499-8a049b6b6899,2,Ball Recovery,3773415,2020/2021,La Liga,Cádiz,Luis Alfonso Espino García,False,True
22abb2e9-25cf-41e0-a8f1-2cd9a9b62fc9,2,Ball Recovery,16289,2018/2019,La Liga,Levante UD,Jorge Andújar Moreno,False,False
e44b42dc-7624-405c-9e75-065e8ab16212,2,Ball Recovery,3749296,2003/2004,Premier League,Portsmouth,Steve Stone,False,True
6bd76923-f90e-4503-80fd-5fe14e79c6a2,2,Ball Recovery,303731,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,False,False
011a9952-68bb-42ac-bde2-c45c1fb143b5,2,Ball Recovery,3749296,2003/2004,Premier League,Arsenal,Thierry Henry,False,False
63a952ae-ac25-4128-9315-96d9156f576d,2,Ball Recovery,303400,2019/2020,La Liga,Barcelona,Frenkie de Jong,False,False
c6636eb9-ed6a-465d-b24e-97c41fec19c7,2,Ball Recovery,3773526,2020/2021,La Liga,Barcelona,Marc-André ter Stegen,False,False
e6931297-f7d2-4c21-af5d-9a4cb99cda1f,2,Ball Recovery,303666,2019/2020,La Liga,Granada,Carlos Neva Tey,False,False
5e1232be-7802-476b-8944-be75735474fd,2,Ball Recovery,3773552,2020/2021,La Liga,Huesca,Pedro Mosquera Parada,False,False
cb2f3f6b-36f4-4edb-ac08-ab6a190baf37,2,Ball Recovery,3749276,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar,False,False
55f202b1-1779-4a60-807c-3e42f8ae6a93,2,Ball Recovery,3749431,2003/2004,Premier League,Arsenal,Sulzeer Jeremiah ''Sol' Campbell,False,False
127f778b-be9d-4ad3-9d44-1af1aaf2eeb8,2,Ball Recovery,16086,2018/2019,La Liga,Espanyol,Marc Roca Junqué,False,False
319d5d48-e676-4c72-94c2-2955feeb89d8,2,Ball Recovery,303451,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False
a8083772-9efb-42b8-904f-a1dba35e0970,2,Ball Recovery,15946,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False
3d7ddcd5-a4d6-459f-ae7c-b0509bdacb40,2,Ball Recovery,3749079,2003/2004,Premier League,Arsenal,Ashley Cole,False,False
26ec8469-04de-4994-899c-7550ef43e9e6,2,Ball Recovery,3749192,2003/2004,Premier League,Fulham,Sean Davis,False,True
96128275-5d3a-464b-9db6-46271339bab3,2,Ball Recovery,16190,2018/2019,La Liga,Sevilla,Tomáš Vaclík,False,False
909cbcda-c7a1-4ab8-915b-595a8b526e7b,2,Ball Recovery,3749403,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,False
10539304-60f9-4e28-8087-67138aa09cc8,2,Ball Recovery,3749631,2003/2004,Premier League,Arsenal,Ray Parlour,False,False
6e8760e9-671b-4933-90c9-8861b303fc97,2,Ball Recovery,303731,2019/2020,La Liga,Eibar,Esteban Rodrigo Burgos,False,False
36fcf5d9-1c4e-4b08-87fa-09164519fda4,2,Ball Recovery,3773497,2020/2021,La Liga,Barcelona,Frenkie de Jong,False,False
34f59548-553f-42c4-aaa9-5fdcf35cac1b,2,Ball Recovery,3749079,2003/2004,Premier League,Chelsea,Claude Makélélé,False,False
6b8dcb7b-6f17-4a0c-9c33-082a792c0a4a,2,Ball Recovery,303479,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,False,False
2eada561-a59d-486e-b7a3-a8baec39ec8f,2,Ball Recovery,3773593,2020/2021,La Liga,Barcelona,Pedro González López,False,False
147853b1-d250-439a-b159-87c67a3ab8e3,2,Ball Recovery,3749454,2003/2004,Premier League,Arsenal,Ray Parlour,False,True
07d3c385-968f-40f5-8a39-668b70c9531c,2,Ball Recovery,3773523,2020/2021,La Liga,Real Sociedad,Mikel Merino Zazón,False,False
019f27cf-373f-4772-b519-699b781bf36c,2,Ball Recovery,3773631,2020/2021,La Liga,Real Betis,Paul Edgar Akouokou,False,False
aa8c18fe-a455-43ba-a521-cb02c22a39dc,2,Ball Recovery,16190,2018/2019,La Liga,Sevilla,Wissam Ben Yedder,False,False
7a21e1a8-ed44-4669-b6b8-c22a5f59bebe,2,Ball Recovery,3773523,2020/2021,La Liga,Real Sociedad,Ander Barrenetxea Muguruza,False,False
e68fff75-374e-4945-8fd4-f1855cd28589,2,Ball Recovery,3749276,2003/2004,Premier League,Arsenal,Thierry Henry,False,False
9199ce1a-6c37-4d53-ac05-00f734a67f64,2,Ball Recovery,3773372,2020/2021,La Liga,Atlético Madrid,Geoffrey Kondogbia,False,False
fe0b45a2-ece3-4483-b452-61e504e4b3fc,2,Ball Recovery,3749358,2003/2004,Premier League,Middlesbrough,Gareth Southgate,False,False
c29ccdf8-ce01-4e1d-b6fc-5f9d5d9a2915,2,Ball Recovery,3749274,2003/2004,Premier League,Portsmouth,Trésor Lomana LuaLua,False,False
483b0de2-9e2f-4e9c-9c3b-0c5caab855a7,2,Ball Recovery,16086,2018/2019,La Liga,Barcelona,Ivan Rakitić,False,False
29621a85-adb3-40fd-b5de-621c4e1fc3a3,2,Ball Recovery,303470,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,False,False
aa022722-7374-4bd3-95b9-fcce704700bb,2,Ball Recovery,303377,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,False
878f1848-6f18-43b0-88f7-21de597a27db,2,Ball Recovery,16205,2018/2019,La Liga,Barcelona,Gerard Piqué Bernabéu,False,False
3edf53b1-529f-4875-a15f-196726043c0a,2,Ball Recovery,303470,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,False,False
965f5338-0d50-41fa-b581-7c0df79f57ae,2,Ball Recovery,3749246,2003/2004,Premier League,Manchester United,Louis Saha,False,False
5a882572-b09f-4257-b8d5-a43ac45d686c,2,Ball Recovery,16265,2018/2019,La Liga,Real Sociedad,Mikel Oyarzabal Ugarte,False,False
d534e868-14cc-4c8a-a9a8-957898eb714a,2,Ball Recovery,3773625,2020/2021,La Liga,Barcelona,Sergino Dest,False,False
36044112-42bb-44c7-95b0-3f54dae6a9f3,2,Ball Recovery,16190,2018/2019,La Liga,Sevilla,Maximilian Wöber,False,False
21230623-77c7-4651-b1c1-359ebb5394d5,2,Ball Recovery,3773552,2020/2021,La Liga,Barcelona,Frenkie de Jong,False,False
fd9abae9-1e2c-4f94-a9dd-26dad8eed8ea,2,Ball Recovery,303400,2019/2020,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,False,False
349eced5-571a-473f-9009-d4b14a1d1510,2,Ball Recovery,303600,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,False,False
285999f4-ab45-4b79-9bc5-47471b070818,2,Ball Recovery,3773466,2020/2021,La Liga,Celta Vigo,José Manuel Fontán Mondragón,False,False
771cfc38-5f07-4bd5-859f-550df86cadca,2,Ball Recovery,303548,2019/2020,La Liga,Mallorca,Daniel José Rodríguez Vázquez,False,False
0f25efce-c05f-4285-9a62-5c58e0377ec4,2,Ball Recovery,3749603,2003/2004,Premier League,Fulham,Steed Malbranque,False,False
8ea69c44-e85c-4242-aac7-44e053e7aa00,2,Ball Recovery,303430,2019/2020,La Liga,Villarreal,Javier Ontiveros Parra,False,False
f023cb38-37b0-4401-b450-27fcabbe5cc2,2,Ball Recovery,16131,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,False
63a7eee0-762d-4e92-af55-a86f40ad07c7,2,Ball Recovery,3749274,2003/2004,Premier League,Portsmouth,Nigel Quashie,False,False
8e04f6ae-6abf-4b91-a015-2ea18ee28e7f,2,Ball Recovery,3773547,2020/2021,La Liga,Osasuna,Rubén García Santos,False,False
2d956517-6100-4399-aaa4-ba74bbc29a05,2,Ball Recovery,3773689,2020/2021,La Liga,Villarreal,Juan Marcos Foyth,False,False
8e42c77f-729c-4b2e-9c36-4561c5c29363,2,Ball Recovery,3749358,2003/2004,Premier League,Arsenal,Ashley Cole,False,True
ff36b07d-d6d7-4d04-9d7c-dcdb6fba7ade,2,Ball Recovery,3749358,2003/2004,Premier League,Arsenal,Thierry Henry,False,False
758fa911-cee6-4bf3-ad43-673494ff1f9b,2,Ball Recovery,3749360,2003/2004,Premier League,Blackburn Rovers,Dwight Yorke,False,False
0918d8a5-4345-40e5-a151-c2e68b1f42bc,2,Ball Recovery,303725,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer,False,False
7b943672-ed5c-4265-8e07-fe1224e9c852,2,Ball Recovery,3749246,2003/2004,Premier League,Arsenal,Patrick Vieira,False,True
24f1d68d-a59b-432f-9beb-4540e25a90ca,2,Ball Recovery,16265,2018/2019,La Liga,Real Sociedad,Sandro Ramírez Castillo,False,False
faaceaf1-792f-4b4f-9fb3-b2662a3ae318,2,Ball Recovery,3749246,2003/2004,Premier League,Arsenal,Kolo Habib Touré,False,False
85798d7e-6f04-44c7-97d7-25c929a7f0bd,2,Ball Recovery,15986,2018/2019,La Liga,Barcelona,Marc-André ter Stegen,False,False
fc50ece6-aa72-4f75-8f45-36627eca635b,2,Ball Recovery,16248,2018/2019,La Liga,Atlético Madrid,Thomas Teye Partey,False,False
bea040c9-a9f0-4d43-b38e-9799f827a2ac,2,Ball Recovery,303696,2019/2020,La Liga,Atlético Madrid,Saúl Ñíguez Esclapez,False,False
502873e7-e955-445b-9a02-a91c39785a43,2,Ball Recovery,3749253,2003/2004,Premier League,Arsenal,Ashley Cole,False,False
5634131d-37b6-419a-8589-2e61456a0315,2,Ball Recovery,3749117,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,False
a2514d1a-1144-4361-b5ac-8face450ae60,2,Ball Recovery,3749108,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,False
c222f4e0-7219-4a81-8e0c-f44a56781495,2,Ball Recovery,3773552,2020/2021,La Liga,Huesca,Rafael Mir Vicente,False,False
bc91a4ec-9528-4bd9-b97f-0f42cc99028f,2,Ball Recovery,16248,2018/2019,La Liga,Atlético Madrid,Jan Oblak,False,False
1bf545fd-a780-4cad-9826-895698b3dff2,2,Ball Recovery,16215,2018/2019,La Liga,Real Betis,Joaquín Sánchez Rodríguez,False,False
c3436604-587e-4893-9e1d-6fa8f459cd09,2,Ball Recovery,303696,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo,False,False
327b7fca-2734-4fe3-bc6a-b88840277faf,2,Ball Recovery,3773547,2020/2021,La Liga,Barcelona,Martin Braithwaite Christensen,False,False
496973f7-ec1b-4410-a190-ec66b4cf34ce,2,Ball Recovery,303725,2019/2020,La Liga,Villarreal,Santiago Cazorla González,False,True
acab6d74-5461-4073-b7db-b968b259f0d8,2,Ball Recovery,3749493,2003/2004,Premier League,Everton,Mark Pembridge,False,True
8c4b0151-5d78-4398-9213-ec180571bb92,2,Ball Recovery,3773593,2020/2021,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,False
b8a39e38-3cd7-4d31-b9f0-77d356a34616,2,Ball Recovery,3773552,2020/2021,La Liga,Barcelona,Jordi Alba Ramos,False,False
ad1b6733-2129-47a3-8261-498a36812cbe,2,Ball Recovery,303731,2019/2020,La Liga,Barcelona,Ivan Rakitić,False,False
1f8d0ad5-ecc0-4c7a-87d2-baebd109abd8,2,Ball Recovery,303487,2019/2020,La Liga,Barcelona,Samuel Yves Umtiti,False,False
df1817ac-4057-40a3-8007-762acabb31d9,2,Ball Recovery,3749310,2003/2004,Premier League,Arsenal,Patrick Vieira,False,False
565ba906-1922-4aaf-87b3-ee33478d6fb5,2,Ball Recovery,16023,2018/2019,La Liga,Valencia,Carlos Soler Barragán,False,True
589af9c8-054b-487d-944a-823823d0ba46,2,Ball Recovery,3749493,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,True
03e7c391-77e4-434e-8588-833b59c6e288,2,Ball Recovery,16157,2018/2019,La Liga,Barcelona,Thomas Vermaelen,False,False
524c17ab-5380-422d-afad-ccc0aa717b3a,2,Ball Recovery,303634,2019/2020,La Liga,Osasuna,Darko Brašanac,False,False
b4f40685-7daf-48db-b5cd-2e0f03a8642c,2,Ball Recovery,3773625,2020/2021,La Liga,Barcelona,Pedro González López,False,True
c18668dc-4b96-4548-a7d7-ec4135ad30d4,2,Ball Recovery,3773477,2020/2021,La Liga,Barcelona,Frenkie de Jong,False,False
fa31f0f2-66c7-4f04-aba1-0a4f4bc784f7,2,Ball Recovery,3749278,2003/2004,Premier League,Bolton Wanderers,Ricardo Wayne Gardner,False,False
bee6b4dc-cb31-41a7-9280-30ba03e81e04,2,Ball Recovery,16023,2018/2019,La Liga,Valencia,Carlos Soler Barragán,False,True
6342fc53-a006-43f3-b20d-19b8c1b1e962,2,Ball Recovery,16215,2018/2019,La Liga,Real Betis,Sergio Canales Madrazo,False,False
f65b4904-4ab1-434d-8c14-05d0bcbbffe5,2,Ball Recovery,3773665,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,False,False
40d34335-c6d5-48c5-a509-f5f80499e6f7,2,Ball Recovery,3749642,2003/2004,Premier League,Charlton Athletic,Graham Stuart,False,False
bdd47445-01d4-498f-a816-aafe1ecca533,2,Ball Recovery,15946,2018/2019,La Liga,Barcelona,Jordi Alba Ramos,False,False
b8d72f91-b0bb-484d-80be-43e55476ee82,2,Ball Recovery,3749358,2003/2004,Premier League,Middlesbrough,Dorival Guidoni Júnior,False,False
5caba75a-23d8-4a13-aeba-d1773789751b,2,Ball Recovery,303731,2019/2020,La Liga,Eibar,Eduardo Expósito Jaén,False,False
03392c50-0f09-4d44-b980-88c39b2137f8,2,Ball Recovery,3773661,2020/2021,La Liga,Barcelona,Sergi Roberto Carnicer,False,False
03b4625b-d754-4e88-9b63-7ad8916c8864,2,Ball Recovery,3773625,2020/2021,La Liga,Sevilla,Jesús Navas González,False,False
db685f3f-dc31-487a-a816-4ce8d3dd4fe0,2,Ball Recovery,3749246,2003/2004,Premier League,Arsenal,Thierry Henry,False,False
7bbb6e4f-952b-4212-a997-7bd589107cbd,2,Ball Recovery,303400,2019/2020,La Liga,Barcelona,Anssumane Fati,False,False
f0a03375-d249-40dc-9ae5-a00515cb98da,2,Ball Recovery,3749274,2003/2004,Premier League,Portsmouth,Arjan de Zeeuw,False,False
9252db9c-ccd5-4466-8615-998673afa880,2,Ball Recovery,3749453,2003/2004,Premier League,Leeds United,Mark Viduka,False,False
a997f75c-f531-4e11-a03a-a00e0696c8ae,2,Ball Recovery,3749493,2003/2004,Premier League,Everton,Thomas Gravesen,False,False
d81fe231-020f-4042-a5d0-2e4438e99e93,2,Ball Recovery,3773477,2020/2021,La Liga,Barcelona,Anssumane Fati,False,False
5a16200c-9b0c-4ee4-8e21-45c886f8e42f,2,Ball Recovery,16265,2018/2019,La Liga,Barcelona,Philippe Coutinho Correia,False,False
ed8c608c-93ac-4e82-b3e4-4ce6458d2d7e,2,Ball Recovery,3749246,2003/2004,Premier League,Manchester United,Roy Keane,False,False
d3fdbfe7-e6b0-40d4-a34c-a2ebadd8c268,2,Ball Recovery,16109,2018/2019,La Liga,Celta Vigo,David Costas Cordal,False,False
a646cb3d-0aa1-4258-b2c1-2b32cc87a25c,2,Ball Recovery,303548,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,False,False
55936a9d-5f9d-4e74-b98f-ee52977be5e3,2,Ball Recovery,16190,2018/2019,La Liga,Barcelona,Samuel Yves Umtiti,False,False
c9d2804f-04cb-412d-b7c8-8bdec75a73a3,2,Ball Recovery,3773565,2020/2021,La Liga,Granada,Germán Sánchez Barahona,False,False
e4f3ae0e-da7a-4fa5-a570-bee6e2575f56,2,Ball Recovery,3773547,2020/2021,La Liga,Barcelona,Óscar Mingueza García,False,False
565f237f-8d01-4049-a282-241f194f8c2f,2,Ball Recovery,3773466,2020/2021,La Liga,Celta Vigo,Renato Fabrizio Tapia Cortijo,False,False
1d660c95-78d8-4a1b-9770-b8219c65f78e,2,Ball Recovery,3749278,2003/2004,Premier League,Bolton Wanderers,"Augustine Azuka ""Jay-Jay"" Okocha",False,False
10f07998-84a6-4e97-a7c7-7a888f68c003,2,Ball Recovery,3773477,2020/2021,La Liga,Real Betis,Joaquín Sánchez Rodríguez,False,False
5f73bdd3-53dd-426e-98fb-32f0239ed06b,2,Ball Recovery,16248,2018/2019,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,False,False
1fdf2671-b9b7-49a0-8b84-92ae2e9696e3,2,Ball Recovery,3773523,2020/2021,La Liga,Real Sociedad,Cristian Portugués Manzanera,False,False
18e11ddf-c88a-49b4-88ca-1587355627a1,2,Ball Recovery,16095,2018/2019,La Liga,Levante UD,Jorge Andújar Moreno,False,False
3e2536bb-0b58-4ed7-bff4-925f5e43f215,2,Ball Recovery,15973,2018/2019,La Liga,Huesca,Gonzalo Julián Melero Manzanares,False,False
b03dcdeb-a028-4f85-9bec-06113845b318,2,Ball Recovery,3749360,2003/2004,Premier League,Blackburn Rovers,Brett Emerton,False,False
a2681c55-6ef9-44e9-be71-e66577763721,2,Ball Recovery,303715,2019/2020,La Liga,Leganés,Dimitrios Siovas,False,False
3bf1fba9-7439-48fe-a4b5-599de24cfaea,2,Ball Recovery,16182,2018/2019,La Liga,Barcelona,Sergi Roberto Carnicer,False,False
c46a55e7-db86-4f41-bf49-d7217f2f0de7,2,Ball Recovery,15986,2018/2019,La Liga,Barcelona,Jordi Alba Ramos,False,False
bdaae7b4-b186-45c7-b1ac-599daf6f9358,2,Ball Recovery,303674,2019/2020,La Liga,Sevilla,Munir El Haddadi Mohamed,False,False
e2ef490c-8708-424e-b7bd-2d3204ca506f,2,Ball Recovery,303731,2019/2020,La Liga,Barcelona,Clément Lenglet,False,False
d4d6ce96-e10c-412e-8097-f2622122de2e,2,Ball Recovery,3749274,2003/2004,Premier League,Portsmouth,Yakubu Aiyegbeni,False,False
67c65433-18cb-4e49-9109-f5d116993bec,2,Ball Recovery,303430,2019/2020,La Liga,Barcelona,Marc-André ter Stegen,False,False
c8368a73-af50-47e1-9dae-f4a6923e9cf0,2,Ball Recovery,16157,2018/2019,La Liga,Barcelona,Malcom Filipe Silva de Oliveira,False,False
c3e93b0e-6693-460d-bf2d-670d89a2191a,2,Ball Recovery,3749603,2003/2004,Premier League,Fulham,Moritz Volz,False,False
8ad6f060-aee5-4aeb-9296-2792fe7d4961,2,Ball Recovery,3749192,2003/2004,Premier League,Fulham,Edwin van der Sar,False,False
525ef051-4d50-4915-a6ce-2c55f6f023c1,2,Ball Recovery,16248,2018/2019,La Liga,Atlético Madrid,Rodrigo Hernández Cascante,False,False
2d1d8751-f839-42b7-9293-c19ac6cb8ddd,2,Ball Recovery,3749278,2003/2004,Premier League,Bolton Wanderers,Simon Charlton,False,False
a6b21bd5-e668-49da-9c13-d1c050ab075d,2,Ball Recovery,303600,2019/2020,La Liga,Real Valladolid,Federico Barba,False,False
2bed53ae-3a4a-4be5-b7a6-21c088a982cd,2,Ball Recovery,3749153,2003/2004,Premier League,Arsenal,Ashley Cole,False,False
92a3099a-6082-4007-80d6-60034d17f3bd,2,Ball Recovery,15986,2018/2019,La Liga,Girona,Pere Pons Riera,False,False
20a8b191-7556-45e3-82be-0869e18791b7,2,Ball Recovery,3773552,2020/2021,La Liga,Barcelona,Clément Lenglet,False,False
8c2e8ab2-afe9-418b-9709-802352e33c7f,2,Ball Recovery,3749522,2003/2004,Premier League,Arsenal,Thierry Henry,False,False
78a9c06d-2354-4152-ac39-8bf594013721,2,Ball Recovery,3773523,2020/2021,La Liga,Barcelona,Jordi Alba Ramos,False,False
601c98f9-71be-4b0a-826c-d52f8adf268e,2,Ball Recovery,3749642,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar,False,False
e7af9e90-eeab-4483-8a75-7dc74b37c049,2,Ball Recovery,303487,2019/2020,La Liga,Celta Vigo,Rubén Blanco Veiga,False,False
